Area Code (FAO),Nation,Item,Year,yf_agrc_fibers_tonne_ha,Unit,Element
60,El Salvador,"Tobacco, unmanufactured",2012,20364,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2013,20510,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2014,20661,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2015,20940,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2016,20939,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2017,21052,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2018,21162,hg/ha,Yield
60,El Salvador,"Tobacco, unmanufactured",2019,21303,hg/ha,Yield
89,Guatemala,Seed cotton,1961,13982,hg/ha,Yield
89,Guatemala,Seed cotton,1962,13268,hg/ha,Yield
89,Guatemala,Seed cotton,1963,17778,hg/ha,Yield
89,Guatemala,Seed cotton,1964,19467,hg/ha,Yield
89,Guatemala,Seed cotton,1965,21063,hg/ha,Yield
89,Guatemala,Seed cotton,1966,27197,hg/ha,Yield
89,Guatemala,Seed cotton,1967,18522,hg/ha,Yield
89,Guatemala,Seed cotton,1968,22971,hg/ha,Yield
89,Guatemala,Seed cotton,1969,26034,hg/ha,Yield
89,Guatemala,Seed cotton,1970,25110,hg/ha,Yield
89,Guatemala,Seed cotton,1971,22888,hg/ha,Yield
89,Guatemala,Seed cotton,1972,33224,hg/ha,Yield
89,Guatemala,Seed cotton,1973,30972,hg/ha,Yield
89,Guatemala,Seed cotton,1974,33247,hg/ha,Yield
89,Guatemala,Seed cotton,1975,27625,hg/ha,Yield
89,Guatemala,Seed cotton,1976,33810,hg/ha,Yield
89,Guatemala,Seed cotton,1977,32330,hg/ha,Yield
89,Guatemala,Seed cotton,1978,35611,hg/ha,Yield
89,Guatemala,Seed cotton,1979,39774,hg/ha,Yield
89,Guatemala,Seed cotton,1980,37705,hg/ha,Yield
89,Guatemala,Seed cotton,1981,33962,hg/ha,Yield
89,Guatemala,Seed cotton,1982,26338,hg/ha,Yield
89,Guatemala,Seed cotton,1983,26874,hg/ha,Yield
89,Guatemala,Seed cotton,1984,29787,hg/ha,Yield
89,Guatemala,Seed cotton,1985,26627,hg/ha,Yield
89,Guatemala,Seed cotton,1986,21599,hg/ha,Yield
89,Guatemala,Seed cotton,1987,24955,hg/ha,Yield
89,Guatemala,Seed cotton,1988,32800,hg/ha,Yield
89,Guatemala,Seed cotton,1989,26991,hg/ha,Yield
89,Guatemala,Seed cotton,1990,28405,hg/ha,Yield
89,Guatemala,Seed cotton,1991,28399,hg/ha,Yield
89,Guatemala,Seed cotton,1992,29592,hg/ha,Yield
89,Guatemala,Seed cotton,1993,26257,hg/ha,Yield
89,Guatemala,Seed cotton,1994,26212,hg/ha,Yield
89,Guatemala,Seed cotton,1995,23622,hg/ha,Yield
89,Guatemala,Seed cotton,1996,26307,hg/ha,Yield
89,Guatemala,Seed cotton,1997,22619,hg/ha,Yield
89,Guatemala,Seed cotton,1998,25000,hg/ha,Yield
89,Guatemala,Seed cotton,1999,20000,hg/ha,Yield
89,Guatemala,Seed cotton,2000,21429,hg/ha,Yield
89,Guatemala,Seed cotton,2001,22405,hg/ha,Yield
89,Guatemala,Seed cotton,2002,22464,hg/ha,Yield
89,Guatemala,Seed cotton,2003,22420,hg/ha,Yield
89,Guatemala,Seed cotton,2004,22591,hg/ha,Yield
89,Guatemala,Seed cotton,2005,22752,hg/ha,Yield
89,Guatemala,Seed cotton,2006,22952,hg/ha,Yield
89,Guatemala,Seed cotton,2007,21333,hg/ha,Yield
89,Guatemala,Seed cotton,2008,24005,hg/ha,Yield
89,Guatemala,Seed cotton,2009,24771,hg/ha,Yield
89,Guatemala,Seed cotton,2010,26184,hg/ha,Yield
89,Guatemala,Seed cotton,2011,27087,hg/ha,Yield
89,Guatemala,Seed cotton,2012,27455,hg/ha,Yield
89,Guatemala,Seed cotton,2013,27636,hg/ha,Yield
89,Guatemala,Seed cotton,2014,28000,hg/ha,Yield
89,Guatemala,Seed cotton,2015,27877,hg/ha,Yield
89,Guatemala,Seed cotton,2016,28178,hg/ha,Yield
89,Guatemala,Seed cotton,2017,28537,hg/ha,Yield
89,Guatemala,Seed cotton,2018,28826,hg/ha,Yield
89,Guatemala,Seed cotton,2019,29138,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1961,7097,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1962,7097,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1963,6957,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1964,7021,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1965,7059,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1966,7037,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1967,9191,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1968,9975,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1969,11814,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1970,12513,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1971,13024,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1972,14039,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1973,14517,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1974,15148,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1975,15543,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1976,14894,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1977,17213,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1978,19726,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1979,20042,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1980,17752,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1981,14056,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1982,18768,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1983,16451,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1984,16413,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1985,13995,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1986,11809,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1987,15827,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1988,22245,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1989,26413,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1990,11255,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1991,15966,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1992,20233,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1993,22688,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1994,19976,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1995,13057,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1996,21673,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1997,22246,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1998,23036,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",1999,22132,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2000,22247,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2001,21600,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2002,22088,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2003,22222,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2004,21028,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2005,22225,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2006,20795,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2007,17908,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2008,20898,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2009,23852,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2010,21038,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2011,20939,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2012,19347,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2013,19517,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2014,20087,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2015,20452,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2016,21278,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2017,21238,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2018,20792,hg/ha,Yield
89,Guatemala,"Tobacco, unmanufactured",2019,20651,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1961,6667,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1962,7143,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1963,7143,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1964,7500,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1965,8000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1966,9167,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1967,6094,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1968,8901,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1969,11124,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1970,10842,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1971,12252,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1972,11194,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1973,11154,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1974,11165,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1975,10784,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1976,13951,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1977,9375,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1978,9474,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1979,9474,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1980,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1981,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1982,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1983,11750,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1984,12222,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1985,13700,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1986,12500,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1987,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1988,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1989,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1990,10000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1991,9600,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1992,9500,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1993,9400,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1994,9300,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1995,9200,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1996,9200,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1997,9000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1998,9000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",1999,9000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2000,9000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2001,8911,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2002,8824,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2003,8738,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2004,8738,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2005,8738,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2006,8654,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2007,8571,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2008,8505,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2009,8519,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2010,8364,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2011,8378,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2012,8000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2013,8174,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2014,8174,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2015,8120,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2016,8051,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2017,8067,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2018,8000,hg/ha,Yield
91,Guyana,"Tobacco, unmanufactured",2019,7951,hg/ha,Yield
93,Haiti,Seed cotton,1961,4182,hg/ha,Yield
93,Haiti,Seed cotton,1962,3600,hg/ha,Yield
93,Haiti,Seed cotton,1963,3875,hg/ha,Yield
93,Haiti,Seed cotton,1964,4000,hg/ha,Yield
93,Haiti,Seed cotton,1965,4375,hg/ha,Yield
93,Haiti,Seed cotton,1966,4000,hg/ha,Yield
93,Haiti,Seed cotton,1967,4091,hg/ha,Yield
93,Haiti,Seed cotton,1968,2500,hg/ha,Yield
93,Haiti,Seed cotton,1969,3125,hg/ha,Yield
93,Haiti,Seed cotton,1970,3889,hg/ha,Yield
93,Haiti,Seed cotton,1971,4000,hg/ha,Yield
93,Haiti,Seed cotton,1972,4000,hg/ha,Yield
93,Haiti,Seed cotton,1973,4000,hg/ha,Yield
93,Haiti,Seed cotton,1974,4000,hg/ha,Yield
93,Haiti,Seed cotton,1975,4000,hg/ha,Yield
93,Haiti,Seed cotton,1976,4000,hg/ha,Yield
93,Haiti,Seed cotton,1977,4000,hg/ha,Yield
93,Haiti,Seed cotton,1978,3996,hg/ha,Yield
93,Haiti,Seed cotton,1979,4102,hg/ha,Yield
93,Haiti,Seed cotton,1980,4000,hg/ha,Yield
93,Haiti,Seed cotton,1981,4552,hg/ha,Yield
93,Haiti,Seed cotton,1982,4320,hg/ha,Yield
93,Haiti,Seed cotton,1983,4615,hg/ha,Yield
93,Haiti,Seed cotton,1984,4653,hg/ha,Yield
93,Haiti,Seed cotton,1985,4615,hg/ha,Yield
93,Haiti,Seed cotton,1986,4598,hg/ha,Yield
93,Haiti,Seed cotton,1987,4630,hg/ha,Yield
93,Haiti,Seed cotton,1988,4630,hg/ha,Yield
93,Haiti,Seed cotton,1989,4630,hg/ha,Yield
93,Haiti,Seed cotton,1990,4069,hg/ha,Yield
93,Haiti,Seed cotton,1991,4203,hg/ha,Yield
93,Haiti,Seed cotton,1992,4600,hg/ha,Yield
93,Haiti,Seed cotton,1993,4082,hg/ha,Yield
93,Haiti,Seed cotton,1994,4000,hg/ha,Yield
93,Haiti,Seed cotton,1995,4000,hg/ha,Yield
93,Haiti,Seed cotton,1996,4086,hg/ha,Yield
93,Haiti,Seed cotton,1997,4078,hg/ha,Yield
93,Haiti,Seed cotton,1998,4123,hg/ha,Yield
93,Haiti,Seed cotton,1999,4231,hg/ha,Yield
93,Haiti,Seed cotton,2000,4286,hg/ha,Yield
93,Haiti,Seed cotton,2001,3429,hg/ha,Yield
93,Haiti,Seed cotton,2002,3889,hg/ha,Yield
93,Haiti,Seed cotton,2003,3836,hg/ha,Yield
93,Haiti,Seed cotton,2004,3784,hg/ha,Yield
93,Haiti,Seed cotton,2005,3982,hg/ha,Yield
93,Haiti,Seed cotton,2006,3951,hg/ha,Yield
93,Haiti,Seed cotton,2007,3967,hg/ha,Yield
93,Haiti,Seed cotton,2008,3429,hg/ha,Yield
93,Haiti,Seed cotton,2009,4291,hg/ha,Yield
93,Haiti,Seed cotton,2010,5000,hg/ha,Yield
93,Haiti,Seed cotton,2011,5000,hg/ha,Yield
93,Haiti,Seed cotton,2012,5000,hg/ha,Yield
93,Haiti,Seed cotton,2013,5000,hg/ha,Yield
93,Haiti,Seed cotton,2014,4851,hg/ha,Yield
93,Haiti,Seed cotton,2015,4869,hg/ha,Yield
93,Haiti,Seed cotton,2016,4983,hg/ha,Yield
93,Haiti,Seed cotton,2017,5049,hg/ha,Yield
93,Haiti,Seed cotton,2018,5123,hg/ha,Yield
93,Haiti,Seed cotton,2019,5201,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1961,11818,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1962,11818,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1963,11667,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1964,11667,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1965,11538,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1966,11538,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1967,11429,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1968,11429,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1969,11333,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1970,11333,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1971,11250,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1972,11250,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1973,11553,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1974,11211,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1975,10820,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1976,11978,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1977,11122,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1978,8047,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1979,7266,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1980,8484,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1981,7391,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1982,9406,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1983,11221,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1984,12143,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1985,12143,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1986,12143,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1987,12920,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1988,12920,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1989,12920,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1990,12963,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1991,13000,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1992,13043,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1993,13051,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1994,13095,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1995,12927,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1996,13077,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1997,13750,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1998,13278,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",1999,13286,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2000,13750,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2001,12500,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2002,12853,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2003,12920,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2004,13095,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2005,13176,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2006,13256,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2007,13220,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2008,10417,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2009,11603,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2010,12640,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2011,12616,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2012,12594,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2013,12594,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2014,12406,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2015,12330,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2016,12276,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2017,12249,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2018,12196,hg/ha,Yield
93,Haiti,"Tobacco, unmanufactured",2019,12143,hg/ha,Yield
95,Honduras,Seed cotton,1961,20654,hg/ha,Yield
95,Honduras,Seed cotton,1962,23389,hg/ha,Yield
95,Honduras,Seed cotton,1963,20021,hg/ha,Yield
95,Honduras,Seed cotton,1964,22854,hg/ha,Yield
95,Honduras,Seed cotton,1965,23378,hg/ha,Yield
95,Honduras,Seed cotton,1966,22107,hg/ha,Yield
95,Honduras,Seed cotton,1967,20796,hg/ha,Yield
95,Honduras,Seed cotton,1968,21872,hg/ha,Yield
95,Honduras,Seed cotton,1969,21761,hg/ha,Yield
95,Honduras,Seed cotton,1970,22363,hg/ha,Yield
95,Honduras,Seed cotton,1971,17568,hg/ha,Yield
95,Honduras,Seed cotton,1972,17710,hg/ha,Yield
95,Honduras,Seed cotton,1973,19514,hg/ha,Yield
95,Honduras,Seed cotton,1974,16248,hg/ha,Yield
95,Honduras,Seed cotton,1975,17985,hg/ha,Yield
95,Honduras,Seed cotton,1976,19300,hg/ha,Yield
95,Honduras,Seed cotton,1977,19621,hg/ha,Yield
95,Honduras,Seed cotton,1978,17895,hg/ha,Yield
95,Honduras,Seed cotton,1979,18675,hg/ha,Yield
95,Honduras,Seed cotton,1980,18185,hg/ha,Yield
95,Honduras,Seed cotton,1981,21961,hg/ha,Yield
95,Honduras,Seed cotton,1982,23208,hg/ha,Yield
95,Honduras,Seed cotton,1983,28463,hg/ha,Yield
95,Honduras,Seed cotton,1984,23522,hg/ha,Yield
95,Honduras,Seed cotton,1985,20069,hg/ha,Yield
95,Honduras,Seed cotton,1986,21915,hg/ha,Yield
95,Honduras,Seed cotton,1987,20314,hg/ha,Yield
95,Honduras,Seed cotton,1988,19568,hg/ha,Yield
95,Honduras,Seed cotton,1989,16062,hg/ha,Yield
95,Honduras,Seed cotton,1990,26111,hg/ha,Yield
95,Honduras,Seed cotton,1991,28901,hg/ha,Yield
95,Honduras,Seed cotton,1992,25092,hg/ha,Yield
95,Honduras,Seed cotton,1993,30303,hg/ha,Yield
95,Honduras,Seed cotton,1994,30303,hg/ha,Yield
95,Honduras,Seed cotton,1995,30303,hg/ha,Yield
95,Honduras,Seed cotton,1996,20000,hg/ha,Yield
95,Honduras,Seed cotton,1997,35000,hg/ha,Yield
95,Honduras,Seed cotton,1998,14240,hg/ha,Yield
95,Honduras,Seed cotton,1999,20000,hg/ha,Yield
95,Honduras,Seed cotton,2000,12270,hg/ha,Yield
95,Honduras,Seed cotton,2001,19000,hg/ha,Yield
95,Honduras,Seed cotton,2002,18095,hg/ha,Yield
95,Honduras,Seed cotton,2003,17273,hg/ha,Yield
95,Honduras,Seed cotton,2004,17273,hg/ha,Yield
95,Honduras,Seed cotton,2005,17273,hg/ha,Yield
95,Honduras,Seed cotton,2006,17273,hg/ha,Yield
95,Honduras,Seed cotton,2007,17273,hg/ha,Yield
95,Honduras,Seed cotton,2008,18043,hg/ha,Yield
95,Honduras,Seed cotton,2009,18527,hg/ha,Yield
95,Honduras,Seed cotton,2010,18387,hg/ha,Yield
95,Honduras,Seed cotton,2011,18182,hg/ha,Yield
95,Honduras,Seed cotton,2012,18750,hg/ha,Yield
95,Honduras,Seed cotton,2013,18750,hg/ha,Yield
95,Honduras,Seed cotton,2014,18750,hg/ha,Yield
95,Honduras,Seed cotton,2015,17523,hg/ha,Yield
95,Honduras,Seed cotton,2016,17762,hg/ha,Yield
95,Honduras,Seed cotton,2017,18226,hg/ha,Yield
95,Honduras,Seed cotton,2018,18231,hg/ha,Yield
95,Honduras,Seed cotton,2019,18245,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1961,10565,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1962,11603,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1963,11533,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1964,10535,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1965,11490,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1966,11426,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1967,10956,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1968,12093,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1969,10417,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1970,12094,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1971,11998,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1972,11574,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1973,18868,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1974,14558,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1975,13833,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1976,14129,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1977,11980,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1978,10128,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1979,8657,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1980,7603,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1981,7505,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1982,7448,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1983,7500,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1984,7475,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1985,7498,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1986,7474,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1987,6761,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1988,5818,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1989,6538,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1990,7219,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1991,6789,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1992,7722,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1993,13905,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1994,14717,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1995,7012,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1996,6863,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1997,8532,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1998,4254,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",1999,3716,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2000,4490,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2001,4405,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2002,14198,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2003,14399,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2004,14599,hg/ha,Yield
95,Honduras,"Tobacco, unmanufactured",2005,14797,hg/ha,Yield
