Area Code (FAO),Nation,Item,Year,yf_agrc_vegetables_tonne_ha,Unit,Element
207,Suriname,Cabbages and other brassicas,1980,78182,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1981,80000,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1982,74627,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1983,69608,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1984,96667,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1985,101493,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1986,67955,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1987,200211,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1988,233973,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1989,218454,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1990,222551,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1991,244000,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1992,225814,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1993,230660,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1994,212366,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1995,236552,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1996,222340,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1997,218462,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1998,221111,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,1999,235200,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2000,210000,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2001,231818,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2002,228333,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2003,231429,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2004,228750,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2005,214286,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2006,241471,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2007,242059,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2008,267619,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2009,173478,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2010,236047,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2011,257879,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2012,270455,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2013,261795,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2014,229123,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2015,229286,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2016,229841,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2017,230755,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2018,230179,hg/ha,Yield
207,Suriname,Cabbages and other brassicas,2019,241395,hg/ha,Yield
207,Suriname,Tomatoes,1961,55962,hg/ha,Yield
207,Suriname,Tomatoes,1962,53846,hg/ha,Yield
207,Suriname,Tomatoes,1963,59479,hg/ha,Yield
207,Suriname,Tomatoes,1964,75581,hg/ha,Yield
207,Suriname,Tomatoes,1965,74176,hg/ha,Yield
207,Suriname,Tomatoes,1966,85660,hg/ha,Yield
207,Suriname,Tomatoes,1967,109000,hg/ha,Yield
207,Suriname,Tomatoes,1968,99000,hg/ha,Yield
207,Suriname,Tomatoes,1969,71683,hg/ha,Yield
207,Suriname,Tomatoes,1970,59381,hg/ha,Yield
207,Suriname,Tomatoes,1971,64474,hg/ha,Yield
207,Suriname,Tomatoes,1972,66170,hg/ha,Yield
207,Suriname,Tomatoes,1973,63934,hg/ha,Yield
207,Suriname,Tomatoes,1974,52157,hg/ha,Yield
207,Suriname,Tomatoes,1975,65517,hg/ha,Yield
207,Suriname,Tomatoes,1976,54839,hg/ha,Yield
207,Suriname,Tomatoes,1977,70000,hg/ha,Yield
207,Suriname,Tomatoes,1978,52903,hg/ha,Yield
207,Suriname,Tomatoes,1979,49318,hg/ha,Yield
207,Suriname,Tomatoes,1980,69810,hg/ha,Yield
207,Suriname,Tomatoes,1981,70044,hg/ha,Yield
207,Suriname,Tomatoes,1982,39333,hg/ha,Yield
207,Suriname,Tomatoes,1983,49667,hg/ha,Yield
207,Suriname,Tomatoes,1984,48387,hg/ha,Yield
207,Suriname,Tomatoes,1985,51311,hg/ha,Yield
207,Suriname,Tomatoes,1986,39886,hg/ha,Yield
207,Suriname,Tomatoes,1987,61899,hg/ha,Yield
207,Suriname,Tomatoes,1988,68601,hg/ha,Yield
207,Suriname,Tomatoes,1989,121337,hg/ha,Yield
207,Suriname,Tomatoes,1990,153452,hg/ha,Yield
207,Suriname,Tomatoes,1991,234774,hg/ha,Yield
207,Suriname,Tomatoes,1992,178660,hg/ha,Yield
207,Suriname,Tomatoes,1993,127576,hg/ha,Yield
207,Suriname,Tomatoes,1994,94033,hg/ha,Yield
207,Suriname,Tomatoes,1995,113117,hg/ha,Yield
207,Suriname,Tomatoes,1996,122267,hg/ha,Yield
207,Suriname,Tomatoes,1997,122014,hg/ha,Yield
207,Suriname,Tomatoes,1998,123945,hg/ha,Yield
207,Suriname,Tomatoes,1999,120238,hg/ha,Yield
207,Suriname,Tomatoes,2000,120909,hg/ha,Yield
207,Suriname,Tomatoes,2001,136125,hg/ha,Yield
207,Suriname,Tomatoes,2002,129718,hg/ha,Yield
207,Suriname,Tomatoes,2003,122769,hg/ha,Yield
207,Suriname,Tomatoes,2004,116207,hg/ha,Yield
207,Suriname,Tomatoes,2005,119583,hg/ha,Yield
207,Suriname,Tomatoes,2006,124074,hg/ha,Yield
207,Suriname,Tomatoes,2007,125645,hg/ha,Yield
207,Suriname,Tomatoes,2008,130625,hg/ha,Yield
207,Suriname,Tomatoes,2009,163846,hg/ha,Yield
207,Suriname,Tomatoes,2010,149714,hg/ha,Yield
207,Suriname,Tomatoes,2011,125593,hg/ha,Yield
207,Suriname,Tomatoes,2012,118909,hg/ha,Yield
207,Suriname,Tomatoes,2013,125882,hg/ha,Yield
207,Suriname,Tomatoes,2014,117063,hg/ha,Yield
207,Suriname,Tomatoes,2015,118295,hg/ha,Yield
207,Suriname,Tomatoes,2016,119048,hg/ha,Yield
207,Suriname,Tomatoes,2017,121176,hg/ha,Yield
207,Suriname,Tomatoes,2018,121587,hg/ha,Yield
207,Suriname,Tomatoes,2019,117426,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1961,108400,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1962,112222,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1963,110294,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1964,109714,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1965,110286,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1966,109956,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1967,110175,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1968,110048,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1969,110093,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1970,111176,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1971,111000,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1972,109375,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1973,110750,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1974,109619,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1975,107273,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1976,111429,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1977,117143,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1978,114412,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1979,114400,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1980,115288,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1981,118082,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1982,119205,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1983,116246,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1984,119529,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1985,130152,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1986,108576,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1987,139554,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1988,121754,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1989,134200,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1990,151274,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1991,139335,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1992,135397,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1993,131590,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1994,128040,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1995,124792,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1996,114286,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1997,113333,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1998,126004,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",1999,131982,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2000,138773,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2001,146466,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2002,155000,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2003,157895,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2004,155000,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2005,157895,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2006,175050,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2007,180836,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2008,206449,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2009,170580,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2010,168363,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2011,199228,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2012,193584,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2013,191870,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2014,177321,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2015,179003,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2016,183960,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2017,183508,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2018,187616,hg/ha,Yield
207,Suriname,"Vegetables, fresh nes",2019,185016,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1961,251778,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1962,253378,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1963,250267,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1964,252615,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1965,256727,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1966,255818,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1967,251846,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1968,277091,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1969,276753,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1970,273625,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1971,250000,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1972,264706,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1973,251975,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1974,252401,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1975,252243,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1976,254902,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1977,248000,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1978,255656,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1979,250000,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1980,231160,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1981,234375,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1982,244091,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1983,205467,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1984,205300,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1985,209059,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1986,213357,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1987,198000,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1988,190000,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1989,187833,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1990,200556,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1991,204462,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1992,199900,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1993,192600,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1994,213500,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1995,219294,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1996,207143,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1997,219552,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1998,241818,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,1999,255500,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2000,256727,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2001,250111,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2002,254286,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2003,261882,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2004,262500,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2005,252889,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2006,253333,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2007,90741,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2008,88407,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2009,229286,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2010,45278,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2011,129016,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2012,136118,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2013,67963,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2014,42913,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2015,117115,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2016,85660,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2017,77119,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2018,83158,hg/ha,Yield
220,Trinidad and Tobago,Cabbages and other brassicas,2019,69778,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1961,81250,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1962,87500,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1963,91250,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1964,85000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1965,77500,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1966,81000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1967,75333,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1968,90500,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1969,88000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1970,92105,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1971,88889,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1972,90000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1973,89123,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1974,85000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1975,84127,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1976,82090,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1977,77778,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1978,77333,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1979,77922,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1980,76250,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1981,73333,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1982,68966,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1983,71429,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1984,68286,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1985,61000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1986,66400,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1987,47500,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1988,62000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1989,63571,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1990,62813,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1991,75333,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1992,60000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1993,56000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1994,58444,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1995,65385,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1996,53023,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1997,63750,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1998,65778,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,1999,68571,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2000,68800,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2001,66471,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2002,67667,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2003,69250,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2004,69000,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2005,69091,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2006,73143,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2007,98421,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2008,29531,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2009,35227,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2010,65769,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2011,60476,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2012,61818,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2013,28667,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2014,152857,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2015,94762,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2016,123125,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2017,119333,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2018,30455,hg/ha,Yield
220,Trinidad and Tobago,Cauliflowers and broccoli,2019,69565,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1961,71429,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1962,75000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1963,73556,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1964,71600,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1965,76364,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1966,74000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1967,72909,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1968,70333,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1969,70727,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1970,73273,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1971,75000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1972,76923,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1973,80000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1974,81250,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1975,81250,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1976,81707,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1977,80952,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1978,79310,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1979,79545,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1980,76471,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1981,78824,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1982,80460,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1983,81609,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1984,76471,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1985,72941,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1986,73333,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1987,69444,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1988,60000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1989,61143,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1990,54750,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1991,65429,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1992,65556,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1993,57250,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1994,59189,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1995,59444,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1996,71857,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1997,40139,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1998,48171,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",1999,50649,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2000,49778,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2001,48700,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2002,48593,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2003,48571,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2004,48333,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2005,48387,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2006,47550,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2007,50000,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2008,46706,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2009,45659,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2010,45918,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2011,43093,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2012,34195,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2013,16103,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2014,41318,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2015,43582,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2016,62067,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2017,27419,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2018,85538,hg/ha,Yield
220,Trinidad and Tobago,"Chillies and peppers, green",2019,57995,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1961,200000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1962,200000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1963,195043,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1964,201125,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1965,195400,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1966,202857,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1967,217833,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1968,222105,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1969,220222,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1970,223778,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1971,250000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1972,250000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1973,251449,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1974,201947,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1975,201782,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1976,200000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1977,200000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1978,204487,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1979,200000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1980,195290,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1981,204571,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1982,204516,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1983,186500,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1984,171545,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1985,163300,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1986,161417,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1987,167583,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1988,157111,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1989,167000,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1990,154429,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1991,53088,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1992,53139,hg/ha,Yield
220,Trinidad and Tobago,Eggplants (aubergines),1993,53596,hg/ha,Yield
