Area Code (FAO),Nation,Item,Year,frac_area_cropland_cereals,Unit,Element
236,Venezuela (Bolivarian Republic of),Cropland,1985,3690,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1986,3850,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1987,3860,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1988,3860,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1989,3610,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1990,3610,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1991,3612,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1992,3362,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1993,3362,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1994,3370,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1995,3380,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1996,3392,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1997,3396,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1998,3402,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,1999,3393,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2000,3395,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2001,3398,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2002,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2003,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2004,3350,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2005,3355,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2006,3355,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2007,3359,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2008,3400,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2009,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2010,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2011,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2012,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2013,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2014,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2015,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2016,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2017,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2018,3300,1000 ha,Area
236,Venezuela (Bolivarian Republic of),Cropland,2019,3300,1000 ha,Area
