Area Code (FAO),Nation,Item,Year,yf_agrc_cereals_tonne_ha,Unit,Element
93,Haiti,Sorghum,1987,8000,hg/ha,Yield
93,Haiti,Sorghum,1988,7997,hg/ha,Yield
93,Haiti,Sorghum,1989,8073,hg/ha,Yield
93,Haiti,Sorghum,1990,8000,hg/ha,Yield
93,Haiti,Sorghum,1991,8182,hg/ha,Yield
93,Haiti,Sorghum,1992,8333,hg/ha,Yield
93,Haiti,Sorghum,1993,7875,hg/ha,Yield
93,Haiti,Sorghum,1994,7500,hg/ha,Yield
93,Haiti,Sorghum,1995,7675,hg/ha,Yield
93,Haiti,Sorghum,1996,7469,hg/ha,Yield
93,Haiti,Sorghum,1997,7692,hg/ha,Yield
93,Haiti,Sorghum,1998,7400,hg/ha,Yield
93,Haiti,Sorghum,1999,7692,hg/ha,Yield
93,Haiti,Sorghum,2000,7000,hg/ha,Yield
93,Haiti,Sorghum,2001,6250,hg/ha,Yield
93,Haiti,Sorghum,2002,7791,hg/ha,Yield
93,Haiti,Sorghum,2003,7913,hg/ha,Yield
93,Haiti,Sorghum,2004,8261,hg/ha,Yield
93,Haiti,Sorghum,2005,8696,hg/ha,Yield
93,Haiti,Sorghum,2006,8696,hg/ha,Yield
93,Haiti,Sorghum,2007,8696,hg/ha,Yield
93,Haiti,Sorghum,2008,8696,hg/ha,Yield
93,Haiti,Sorghum,2009,10125,hg/ha,Yield
93,Haiti,Sorghum,2010,9262,hg/ha,Yield
93,Haiti,Sorghum,2011,9086,hg/ha,Yield
93,Haiti,Sorghum,2012,8978,hg/ha,Yield
93,Haiti,Sorghum,2013,8530,hg/ha,Yield
93,Haiti,Sorghum,2014,8108,hg/ha,Yield
93,Haiti,Sorghum,2015,7502,hg/ha,Yield
93,Haiti,Sorghum,2016,6996,hg/ha,Yield
93,Haiti,Sorghum,2017,6485,hg/ha,Yield
93,Haiti,Sorghum,2018,5203,hg/ha,Yield
93,Haiti,Sorghum,2019,5464,hg/ha,Yield
95,Honduras,Sorghum,1961,11606,hg/ha,Yield
95,Honduras,Sorghum,1962,11957,hg/ha,Yield
95,Honduras,Sorghum,1963,12135,hg/ha,Yield
95,Honduras,Sorghum,1964,12653,hg/ha,Yield
95,Honduras,Sorghum,1965,13006,hg/ha,Yield
95,Honduras,Sorghum,1966,13357,hg/ha,Yield
95,Honduras,Sorghum,1967,13193,hg/ha,Yield
95,Honduras,Sorghum,1968,13026,hg/ha,Yield
95,Honduras,Sorghum,1969,12874,hg/ha,Yield
95,Honduras,Sorghum,1970,12736,hg/ha,Yield
95,Honduras,Sorghum,1971,12610,hg/ha,Yield
95,Honduras,Sorghum,1972,12494,hg/ha,Yield
95,Honduras,Sorghum,1973,7694,hg/ha,Yield
95,Honduras,Sorghum,1974,12289,hg/ha,Yield
95,Honduras,Sorghum,1975,9400,hg/ha,Yield
95,Honduras,Sorghum,1976,7208,hg/ha,Yield
95,Honduras,Sorghum,1977,7500,hg/ha,Yield
95,Honduras,Sorghum,1978,7184,hg/ha,Yield
95,Honduras,Sorghum,1979,6046,hg/ha,Yield
95,Honduras,Sorghum,1980,8417,hg/ha,Yield
95,Honduras,Sorghum,1981,9934,hg/ha,Yield
95,Honduras,Sorghum,1982,9649,hg/ha,Yield
95,Honduras,Sorghum,1983,9111,hg/ha,Yield
95,Honduras,Sorghum,1984,8782,hg/ha,Yield
95,Honduras,Sorghum,1985,7660,hg/ha,Yield
95,Honduras,Sorghum,1986,7496,hg/ha,Yield
95,Honduras,Sorghum,1987,11452,hg/ha,Yield
95,Honduras,Sorghum,1988,8950,hg/ha,Yield
95,Honduras,Sorghum,1989,9450,hg/ha,Yield
95,Honduras,Sorghum,1990,10182,hg/ha,Yield
95,Honduras,Sorghum,1991,9586,hg/ha,Yield
95,Honduras,Sorghum,1992,12883,hg/ha,Yield
95,Honduras,Sorghum,1993,9183,hg/ha,Yield
95,Honduras,Sorghum,1994,6953,hg/ha,Yield
95,Honduras,Sorghum,1995,8281,hg/ha,Yield
95,Honduras,Sorghum,1996,11612,hg/ha,Yield
95,Honduras,Sorghum,1997,13079,hg/ha,Yield
95,Honduras,Sorghum,1998,10970,hg/ha,Yield
95,Honduras,Sorghum,1999,8597,hg/ha,Yield
95,Honduras,Sorghum,2000,9708,hg/ha,Yield
95,Honduras,Sorghum,2001,11104,hg/ha,Yield
95,Honduras,Sorghum,2002,11508,hg/ha,Yield
95,Honduras,Sorghum,2003,11198,hg/ha,Yield
95,Honduras,Sorghum,2004,11509,hg/ha,Yield
95,Honduras,Sorghum,2005,11492,hg/ha,Yield
95,Honduras,Sorghum,2006,11500,hg/ha,Yield
95,Honduras,Sorghum,2007,11496,hg/ha,Yield
95,Honduras,Sorghum,2008,11500,hg/ha,Yield
95,Honduras,Sorghum,2009,11492,hg/ha,Yield
95,Honduras,Sorghum,2010,10442,hg/ha,Yield
95,Honduras,Sorghum,2011,12477,hg/ha,Yield
95,Honduras,Sorghum,2012,12333,hg/ha,Yield
95,Honduras,Sorghum,2013,12042,hg/ha,Yield
95,Honduras,Sorghum,2014,10390,hg/ha,Yield
95,Honduras,Sorghum,2015,10389,hg/ha,Yield
95,Honduras,Sorghum,2016,9740,hg/ha,Yield
95,Honduras,Sorghum,2017,10749,hg/ha,Yield
95,Honduras,Sorghum,2018,11106,hg/ha,Yield
95,Honduras,Sorghum,2019,10983,hg/ha,Yield
95,Honduras,Wheat,1961,7824,hg/ha,Yield
95,Honduras,Wheat,1962,8084,hg/ha,Yield
95,Honduras,Wheat,1963,8295,hg/ha,Yield
95,Honduras,Wheat,1964,8034,hg/ha,Yield
95,Honduras,Wheat,1965,8771,hg/ha,Yield
95,Honduras,Wheat,1966,8762,hg/ha,Yield
95,Honduras,Wheat,1967,8742,hg/ha,Yield
95,Honduras,Wheat,1968,8799,hg/ha,Yield
95,Honduras,Wheat,1969,8295,hg/ha,Yield
95,Honduras,Wheat,1970,8295,hg/ha,Yield
95,Honduras,Wheat,1971,8526,hg/ha,Yield
95,Honduras,Wheat,1972,8750,hg/ha,Yield
95,Honduras,Wheat,1973,8750,hg/ha,Yield
95,Honduras,Wheat,1974,8333,hg/ha,Yield
95,Honduras,Wheat,1975,8333,hg/ha,Yield
95,Honduras,Wheat,1976,8333,hg/ha,Yield
95,Honduras,Wheat,1977,8333,hg/ha,Yield
95,Honduras,Wheat,1978,10000,hg/ha,Yield
95,Honduras,Wheat,1979,7778,hg/ha,Yield
95,Honduras,Wheat,1980,7778,hg/ha,Yield
95,Honduras,Wheat,1981,6364,hg/ha,Yield
95,Honduras,Wheat,1982,6364,hg/ha,Yield
95,Honduras,Wheat,1983,5909,hg/ha,Yield
95,Honduras,Wheat,1984,5909,hg/ha,Yield
95,Honduras,Wheat,1985,6000,hg/ha,Yield
95,Honduras,Wheat,1986,6000,hg/ha,Yield
95,Honduras,Wheat,1987,5909,hg/ha,Yield
95,Honduras,Wheat,1988,5667,hg/ha,Yield
95,Honduras,Wheat,1989,5833,hg/ha,Yield
95,Honduras,Wheat,1990,5769,hg/ha,Yield
95,Honduras,Wheat,1991,5818,hg/ha,Yield
95,Honduras,Wheat,1992,5926,hg/ha,Yield
95,Honduras,Wheat,1993,5823,hg/ha,Yield
95,Honduras,Wheat,1994,6071,hg/ha,Yield
95,Honduras,Wheat,1995,5948,hg/ha,Yield
95,Honduras,Wheat,1996,6005,hg/ha,Yield
95,Honduras,Wheat,1997,6667,hg/ha,Yield
95,Honduras,Wheat,1998,5000,hg/ha,Yield
95,Honduras,Wheat,1999,4750,hg/ha,Yield
95,Honduras,Wheat,2000,5255,hg/ha,Yield
95,Honduras,Wheat,2001,5300,hg/ha,Yield
95,Honduras,Wheat,2002,5305,hg/ha,Yield
95,Honduras,Wheat,2003,5000,hg/ha,Yield
95,Honduras,Wheat,2004,5272,hg/ha,Yield
95,Honduras,Wheat,2005,5310,hg/ha,Yield
95,Honduras,Wheat,2006,5350,hg/ha,Yield
95,Honduras,Wheat,2007,5393,hg/ha,Yield
95,Honduras,Wheat,2008,5437,hg/ha,Yield
95,Honduras,Wheat,2009,5750,hg/ha,Yield
95,Honduras,Wheat,2010,5510,hg/ha,Yield
95,Honduras,Wheat,2011,5422,hg/ha,Yield
95,Honduras,Wheat,2012,5489,hg/ha,Yield
95,Honduras,Wheat,2013,5498,hg/ha,Yield
95,Honduras,Wheat,2014,5422,hg/ha,Yield
95,Honduras,Wheat,2015,5408,hg/ha,Yield
95,Honduras,Wheat,2016,5444,hg/ha,Yield
95,Honduras,Wheat,2017,5452,hg/ha,Yield
95,Honduras,Wheat,2018,5455,hg/ha,Yield
95,Honduras,Wheat,2019,5457,hg/ha,Yield
138,Mexico,Barley,1961,7470,hg/ha,Yield
138,Mexico,Barley,1962,7844,hg/ha,Yield
138,Mexico,Barley,1963,7986,hg/ha,Yield
138,Mexico,Barley,1964,8057,hg/ha,Yield
138,Mexico,Barley,1965,8539,hg/ha,Yield
138,Mexico,Barley,1966,9141,hg/ha,Yield
138,Mexico,Barley,1967,8529,hg/ha,Yield
138,Mexico,Barley,1968,10035,hg/ha,Yield
138,Mexico,Barley,1969,8674,hg/ha,Yield
138,Mexico,Barley,1970,10603,hg/ha,Yield
138,Mexico,Barley,1971,12221,hg/ha,Yield
138,Mexico,Barley,1972,14263,hg/ha,Yield
138,Mexico,Barley,1973,14949,hg/ha,Yield
138,Mexico,Barley,1974,14444,hg/ha,Yield
138,Mexico,Barley,1975,15369,hg/ha,Yield
138,Mexico,Barley,1976,15109,hg/ha,Yield
138,Mexico,Barley,1977,16814,hg/ha,Yield
138,Mexico,Barley,1978,17048,hg/ha,Yield
138,Mexico,Barley,1979,14684,hg/ha,Yield
138,Mexico,Barley,1980,16594,hg/ha,Yield
138,Mexico,Barley,1981,20300,hg/ha,Yield
138,Mexico,Barley,1982,18458,hg/ha,Yield
138,Mexico,Barley,1983,18359,hg/ha,Yield
138,Mexico,Barley,1984,21864,hg/ha,Yield
138,Mexico,Barley,1985,19113,hg/ha,Yield
138,Mexico,Barley,1986,19226,hg/ha,Yield
138,Mexico,Barley,1987,21587,hg/ha,Yield
138,Mexico,Barley,1988,14987,hg/ha,Yield
138,Mexico,Barley,1989,16508,hg/ha,Yield
138,Mexico,Barley,1990,18716,hg/ha,Yield
138,Mexico,Barley,1991,20423,hg/ha,Yield
138,Mexico,Barley,1992,18966,hg/ha,Yield
138,Mexico,Barley,1993,23084,hg/ha,Yield
138,Mexico,Barley,1994,26531,hg/ha,Yield
138,Mexico,Barley,1995,19749,hg/ha,Yield
138,Mexico,Barley,1996,20676,hg/ha,Yield
138,Mexico,Barley,1997,19328,hg/ha,Yield
138,Mexico,Barley,1998,15353,hg/ha,Yield
138,Mexico,Barley,1999,20007,hg/ha,Yield
138,Mexico,Barley,2000,24541,hg/ha,Yield
138,Mexico,Barley,2001,24530,hg/ha,Yield
138,Mexico,Barley,2002,26091,hg/ha,Yield
138,Mexico,Barley,2003,29756,hg/ha,Yield
138,Mexico,Barley,2004,28591,hg/ha,Yield
138,Mexico,Barley,2005,24851,hg/ha,Yield
138,Mexico,Barley,2006,27559,hg/ha,Yield
138,Mexico,Barley,2007,22807,hg/ha,Yield
138,Mexico,Barley,2008,25137,hg/ha,Yield
138,Mexico,Barley,2009,21704,hg/ha,Yield
138,Mexico,Barley,2010,25119,hg/ha,Yield
138,Mexico,Barley,2011,22325,hg/ha,Yield
138,Mexico,Barley,2012,31431,hg/ha,Yield
138,Mexico,Barley,2013,20021,hg/ha,Yield
138,Mexico,Barley,2014,26965,hg/ha,Yield
138,Mexico,Barley,2015,23358,hg/ha,Yield
138,Mexico,Barley,2016,29670,hg/ha,Yield
138,Mexico,Barley,2017,28418,hg/ha,Yield
138,Mexico,Barley,2018,28645,hg/ha,Yield
138,Mexico,Barley,2019,26930,hg/ha,Yield
138,Mexico,Sorghum,1961,24906,hg/ha,Yield
138,Mexico,Sorghum,1962,25155,hg/ha,Yield
138,Mexico,Sorghum,1963,20357,hg/ha,Yield
138,Mexico,Sorghum,1964,19008,hg/ha,Yield
138,Mexico,Sorghum,1965,23761,hg/ha,Yield
138,Mexico,Sorghum,1966,24502,hg/ha,Yield
138,Mexico,Sorghum,1967,24751,hg/ha,Yield
138,Mexico,Sorghum,1968,25703,hg/ha,Yield
138,Mexico,Sorghum,1969,27807,hg/ha,Yield
138,Mexico,Sorghum,1970,28295,hg/ha,Yield
138,Mexico,Sorghum,1971,26886,hg/ha,Yield
138,Mexico,Sorghum,1972,23549,hg/ha,Yield
138,Mexico,Sorghum,1973,27603,hg/ha,Yield
138,Mexico,Sorghum,1974,27537,hg/ha,Yield
138,Mexico,Sorghum,1975,28550,hg/ha,Yield
138,Mexico,Sorghum,1976,32186,hg/ha,Yield
138,Mexico,Sorghum,1977,30600,hg/ha,Yield
138,Mexico,Sorghum,1978,29965,hg/ha,Yield
138,Mexico,Sorghum,1979,34278,hg/ha,Yield
138,Mexico,Sorghum,1980,30390,hg/ha,Yield
138,Mexico,Sorghum,1981,36133,hg/ha,Yield
138,Mexico,Sorghum,1982,36730,hg/ha,Yield
138,Mexico,Sorghum,1983,31853,hg/ha,Yield
138,Mexico,Sorghum,1984,30801,hg/ha,Yield
138,Mexico,Sorghum,1985,35425,hg/ha,Yield
138,Mexico,Sorghum,1986,31501,hg/ha,Yield
138,Mexico,Sorghum,1987,34054,hg/ha,Yield
138,Mexico,Sorghum,1988,32748,hg/ha,Yield
138,Mexico,Sorghum,1989,30861,hg/ha,Yield
138,Mexico,Sorghum,1990,32888,hg/ha,Yield
138,Mexico,Sorghum,1991,31195,hg/ha,Yield
138,Mexico,Sorghum,1992,38910,hg/ha,Yield
138,Mexico,Sorghum,1993,29408,hg/ha,Yield
138,Mexico,Sorghum,1994,29566,hg/ha,Yield
138,Mexico,Sorghum,1995,30385,hg/ha,Yield
138,Mexico,Sorghum,1996,31169,hg/ha,Yield
138,Mexico,Sorghum,1997,30423,hg/ha,Yield
138,Mexico,Sorghum,1998,33152,hg/ha,Yield
138,Mexico,Sorghum,1999,29901,hg/ha,Yield
138,Mexico,Sorghum,2000,30762,hg/ha,Yield
138,Mexico,Sorghum,2001,33800,hg/ha,Yield
138,Mexico,Sorghum,2002,29859,hg/ha,Yield
138,Mexico,Sorghum,2003,32760,hg/ha,Yield
138,Mexico,Sorghum,2004,38223,hg/ha,Yield
138,Mexico,Sorghum,2005,34544,hg/ha,Yield
138,Mexico,Sorghum,2006,34481,hg/ha,Yield
138,Mexico,Sorghum,2007,34947,hg/ha,Yield
138,Mexico,Sorghum,2008,35965,hg/ha,Yield
138,Mexico,Sorghum,2009,36131,hg/ha,Yield
138,Mexico,Sorghum,2010,39246,hg/ha,Yield
138,Mexico,Sorghum,2011,37202,hg/ha,Yield
138,Mexico,Sorghum,2012,38295,hg/ha,Yield
138,Mexico,Sorghum,2013,37350,hg/ha,Yield
138,Mexico,Sorghum,2014,41680,hg/ha,Yield
138,Mexico,Sorghum,2015,31323,hg/ha,Yield
138,Mexico,Sorghum,2016,33085,hg/ha,Yield
138,Mexico,Sorghum,2017,33990,hg/ha,Yield
138,Mexico,Sorghum,2018,34840,hg/ha,Yield
138,Mexico,Sorghum,2019,32858,hg/ha,Yield
138,Mexico,Wheat,1961,16758,hg/ha,Yield
138,Mexico,Wheat,1962,19462,hg/ha,Yield
138,Mexico,Wheat,1963,20788,hg/ha,Yield
138,Mexico,Wheat,1964,26922,hg/ha,Yield
138,Mexico,Wheat,1965,25055,hg/ha,Yield
138,Mexico,Wheat,1966,22542,hg/ha,Yield
138,Mexico,Wheat,1967,27267,hg/ha,Yield
138,Mexico,Wheat,1968,26317,hg/ha,Yield
138,Mexico,Wheat,1969,27649,hg/ha,Yield
138,Mexico,Wheat,1970,30202,hg/ha,Yield
138,Mexico,Wheat,1971,29810,hg/ha,Yield
138,Mexico,Wheat,1972,26345,hg/ha,Yield
138,Mexico,Wheat,1973,32646,hg/ha,Yield
138,Mexico,Wheat,1974,36022,hg/ha,Yield
138,Mexico,Wheat,1975,35956,hg/ha,Yield
138,Mexico,Wheat,1976,37615,hg/ha,Yield
138,Mexico,Wheat,1977,34644,hg/ha,Yield
138,Mexico,Wheat,1978,36663,hg/ha,Yield
138,Mexico,Wheat,1979,39138,hg/ha,Yield
138,Mexico,Wheat,1980,38476,hg/ha,Yield
138,Mexico,Wheat,1981,37141,hg/ha,Yield
138,Mexico,Wheat,1982,43563,hg/ha,Yield
138,Mexico,Wheat,1983,40410,hg/ha,Yield
138,Mexico,Wheat,1984,43577,hg/ha,Yield
138,Mexico,Wheat,1985,42843,hg/ha,Yield
138,Mexico,Wheat,1986,39671,hg/ha,Yield
138,Mexico,Wheat,1987,44686,hg/ha,Yield
138,Mexico,Wheat,1988,40154,hg/ha,Yield
138,Mexico,Wheat,1989,38235,hg/ha,Yield
138,Mexico,Wheat,1990,42143,hg/ha,Yield
138,Mexico,Wheat,1991,41272,hg/ha,Yield
138,Mexico,Wheat,1992,39530,hg/ha,Yield
138,Mexico,Wheat,1993,40821,hg/ha,Yield
138,Mexico,Wheat,1994,43034,hg/ha,Yield
138,Mexico,Wheat,1995,37320,hg/ha,Yield
138,Mexico,Wheat,1996,41706,hg/ha,Yield
138,Mexico,Wheat,1997,47347,hg/ha,Yield
138,Mexico,Wheat,1998,42077,hg/ha,Yield
138,Mexico,Wheat,1999,46310,hg/ha,Yield
138,Mexico,Wheat,2000,49355,hg/ha,Yield
138,Mexico,Wheat,2001,47661,hg/ha,Yield
138,Mexico,Wheat,2002,50999,hg/ha,Yield
138,Mexico,Wheat,2003,44912,hg/ha,Yield
138,Mexico,Wheat,2004,44871,hg/ha,Yield
138,Mexico,Wheat,2005,47517,hg/ha,Yield
138,Mexico,Wheat,2006,52274,hg/ha,Yield
138,Mexico,Wheat,2007,50824,hg/ha,Yield
138,Mexico,Wheat,2008,50134,hg/ha,Yield
138,Mexico,Wheat,2009,49688,hg/ha,Yield
138,Mexico,Wheat,2010,54185,hg/ha,Yield
138,Mexico,Wheat,2011,54778,hg/ha,Yield
138,Mexico,Wheat,2012,56568,hg/ha,Yield
138,Mexico,Wheat,2013,52934,hg/ha,Yield
138,Mexico,Wheat,2014,51935,hg/ha,Yield
138,Mexico,Wheat,2015,45256,hg/ha,Yield
138,Mexico,Wheat,2016,53388,hg/ha,Yield
138,Mexico,Wheat,2017,52967,hg/ha,Yield
138,Mexico,Wheat,2018,54373,hg/ha,Yield
138,Mexico,Wheat,2019,55308,hg/ha,Yield
157,Nicaragua,Sorghum,1961,9168,hg/ha,Yield
157,Nicaragua,Sorghum,1962,8797,hg/ha,Yield
157,Nicaragua,Sorghum,1963,10024,hg/ha,Yield
157,Nicaragua,Sorghum,1964,9839,hg/ha,Yield
157,Nicaragua,Sorghum,1965,9299,hg/ha,Yield
157,Nicaragua,Sorghum,1966,9683,hg/ha,Yield
157,Nicaragua,Sorghum,1967,9904,hg/ha,Yield
157,Nicaragua,Sorghum,1968,10127,hg/ha,Yield
157,Nicaragua,Sorghum,1969,10355,hg/ha,Yield
157,Nicaragua,Sorghum,1970,10761,hg/ha,Yield
157,Nicaragua,Sorghum,1971,9317,hg/ha,Yield
157,Nicaragua,Sorghum,1972,10608,hg/ha,Yield
157,Nicaragua,Sorghum,1973,10560,hg/ha,Yield
157,Nicaragua,Sorghum,1974,9344,hg/ha,Yield
157,Nicaragua,Sorghum,1975,10514,hg/ha,Yield
157,Nicaragua,Sorghum,1976,9857,hg/ha,Yield
157,Nicaragua,Sorghum,1977,9857,hg/ha,Yield
157,Nicaragua,Sorghum,1978,12486,hg/ha,Yield
157,Nicaragua,Sorghum,1979,12646,hg/ha,Yield
157,Nicaragua,Sorghum,1980,18180,hg/ha,Yield
157,Nicaragua,Sorghum,1981,15971,hg/ha,Yield
157,Nicaragua,Sorghum,1982,21335,hg/ha,Yield
157,Nicaragua,Sorghum,1983,21848,hg/ha,Yield
157,Nicaragua,Sorghum,1984,21340,hg/ha,Yield
157,Nicaragua,Sorghum,1985,20543,hg/ha,Yield
157,Nicaragua,Sorghum,1986,21101,hg/ha,Yield
157,Nicaragua,Sorghum,1987,14464,hg/ha,Yield
157,Nicaragua,Sorghum,1988,16935,hg/ha,Yield
157,Nicaragua,Sorghum,1989,15449,hg/ha,Yield
157,Nicaragua,Sorghum,1990,16210,hg/ha,Yield
157,Nicaragua,Sorghum,1991,14726,hg/ha,Yield
157,Nicaragua,Sorghum,1992,18239,hg/ha,Yield
157,Nicaragua,Sorghum,1993,18926,hg/ha,Yield
157,Nicaragua,Sorghum,1994,18596,hg/ha,Yield
157,Nicaragua,Sorghum,1995,20630,hg/ha,Yield
157,Nicaragua,Sorghum,1996,22474,hg/ha,Yield
157,Nicaragua,Sorghum,1997,16250,hg/ha,Yield
157,Nicaragua,Sorghum,1998,12512,hg/ha,Yield
157,Nicaragua,Sorghum,1999,18056,hg/ha,Yield
157,Nicaragua,Sorghum,2000,17658,hg/ha,Yield
157,Nicaragua,Sorghum,2001,19846,hg/ha,Yield
157,Nicaragua,Sorghum,2002,19597,hg/ha,Yield
157,Nicaragua,Sorghum,2003,22196,hg/ha,Yield
157,Nicaragua,Sorghum,2004,20368,hg/ha,Yield
157,Nicaragua,Sorghum,2005,18323,hg/ha,Yield
157,Nicaragua,Sorghum,2006,18606,hg/ha,Yield
157,Nicaragua,Sorghum,2007,20477,hg/ha,Yield
157,Nicaragua,Sorghum,2008,17327,hg/ha,Yield
157,Nicaragua,Sorghum,2009,18059,hg/ha,Yield
157,Nicaragua,Sorghum,2010,16630,hg/ha,Yield
157,Nicaragua,Sorghum,2011,19105,hg/ha,Yield
157,Nicaragua,Sorghum,2012,19866,hg/ha,Yield
157,Nicaragua,Sorghum,2013,18259,hg/ha,Yield
157,Nicaragua,Sorghum,2014,18481,hg/ha,Yield
157,Nicaragua,Sorghum,2015,14962,hg/ha,Yield
157,Nicaragua,Sorghum,2016,16414,hg/ha,Yield
157,Nicaragua,Sorghum,2017,17362,hg/ha,Yield
157,Nicaragua,Sorghum,2018,16063,hg/ha,Yield
157,Nicaragua,Sorghum,2019,16778,hg/ha,Yield
166,Panama,Sorghum,1979,21176,hg/ha,Yield
166,Panama,Sorghum,1980,21600,hg/ha,Yield
166,Panama,Sorghum,1981,21730,hg/ha,Yield
166,Panama,Sorghum,1982,18947,hg/ha,Yield
166,Panama,Sorghum,1983,17500,hg/ha,Yield
166,Panama,Sorghum,1984,17055,hg/ha,Yield
166,Panama,Sorghum,1985,16389,hg/ha,Yield
166,Panama,Sorghum,1986,22101,hg/ha,Yield
166,Panama,Sorghum,1987,25670,hg/ha,Yield
166,Panama,Sorghum,1988,22228,hg/ha,Yield
166,Panama,Sorghum,1989,24058,hg/ha,Yield
166,Panama,Sorghum,1990,26440,hg/ha,Yield
166,Panama,Sorghum,1991,26290,hg/ha,Yield
166,Panama,Sorghum,1992,30799,hg/ha,Yield
166,Panama,Sorghum,1993,28039,hg/ha,Yield
166,Panama,Sorghum,1994,25536,hg/ha,Yield
166,Panama,Sorghum,1995,28244,hg/ha,Yield
166,Panama,Sorghum,1996,20140,hg/ha,Yield
166,Panama,Sorghum,1997,23824,hg/ha,Yield
166,Panama,Sorghum,1998,30000,hg/ha,Yield
166,Panama,Sorghum,1999,34250,hg/ha,Yield
166,Panama,Sorghum,2000,24891,hg/ha,Yield
166,Panama,Sorghum,2001,30865,hg/ha,Yield
166,Panama,Sorghum,2002,30740,hg/ha,Yield
166,Panama,Sorghum,2003,25131,hg/ha,Yield
166,Panama,Sorghum,2004,42719,hg/ha,Yield
166,Panama,Sorghum,2005,33584,hg/ha,Yield
166,Panama,Sorghum,2006,75973,hg/ha,Yield
166,Panama,Sorghum,2007,64581,hg/ha,Yield
166,Panama,Sorghum,2008,37760,hg/ha,Yield
166,Panama,Sorghum,2009,28896,hg/ha,Yield
166,Panama,Sorghum,2010,35060,hg/ha,Yield
166,Panama,Sorghum,2011,33624,hg/ha,Yield
166,Panama,Sorghum,2012,39394,hg/ha,Yield
166,Panama,Sorghum,2013,41583,hg/ha,Yield
166,Panama,Sorghum,2014,40777,hg/ha,Yield
166,Panama,Sorghum,2015,37640,hg/ha,Yield
166,Panama,Sorghum,2016,35306,hg/ha,Yield
166,Panama,Sorghum,2017,34905,hg/ha,Yield
166,Panama,Sorghum,2018,34589,hg/ha,Yield
166,Panama,Sorghum,2019,34250,hg/ha,Yield
169,Paraguay,Sorghum,1961,10857,hg/ha,Yield
169,Paraguay,Sorghum,1962,10938,hg/ha,Yield
169,Paraguay,Sorghum,1963,8824,hg/ha,Yield
169,Paraguay,Sorghum,1964,11500,hg/ha,Yield
169,Paraguay,Sorghum,1965,11515,hg/ha,Yield
169,Paraguay,Sorghum,1966,11504,hg/ha,Yield
169,Paraguay,Sorghum,1967,11517,hg/ha,Yield
169,Paraguay,Sorghum,1968,15000,hg/ha,Yield
169,Paraguay,Sorghum,1969,15000,hg/ha,Yield
169,Paraguay,Sorghum,1970,11137,hg/ha,Yield
169,Paraguay,Sorghum,1971,12222,hg/ha,Yield
169,Paraguay,Sorghum,1972,12031,hg/ha,Yield
169,Paraguay,Sorghum,1973,12092,hg/ha,Yield
169,Paraguay,Sorghum,1974,12812,hg/ha,Yield
169,Paraguay,Sorghum,1975,13093,hg/ha,Yield
169,Paraguay,Sorghum,1976,13169,hg/ha,Yield
169,Paraguay,Sorghum,1977,13276,hg/ha,Yield
169,Paraguay,Sorghum,1978,12648,hg/ha,Yield
169,Paraguay,Sorghum,1979,12345,hg/ha,Yield
169,Paraguay,Sorghum,1980,12857,hg/ha,Yield
169,Paraguay,Sorghum,1981,12995,hg/ha,Yield
169,Paraguay,Sorghum,1982,13198,hg/ha,Yield
169,Paraguay,Sorghum,1983,11815,hg/ha,Yield
169,Paraguay,Sorghum,1984,11955,hg/ha,Yield
169,Paraguay,Sorghum,1985,13012,hg/ha,Yield
169,Paraguay,Sorghum,1986,13193,hg/ha,Yield
169,Paraguay,Sorghum,1987,14308,hg/ha,Yield
169,Paraguay,Sorghum,1988,13421,hg/ha,Yield
169,Paraguay,Sorghum,1989,13452,hg/ha,Yield
169,Paraguay,Sorghum,1990,11646,hg/ha,Yield
169,Paraguay,Sorghum,1991,13389,hg/ha,Yield
169,Paraguay,Sorghum,1992,14001,hg/ha,Yield
169,Paraguay,Sorghum,1993,13349,hg/ha,Yield
169,Paraguay,Sorghum,1994,12992,hg/ha,Yield
169,Paraguay,Sorghum,1995,14752,hg/ha,Yield
169,Paraguay,Sorghum,1996,15017,hg/ha,Yield
169,Paraguay,Sorghum,1997,15021,hg/ha,Yield
169,Paraguay,Sorghum,1998,14976,hg/ha,Yield
169,Paraguay,Sorghum,1999,14150,hg/ha,Yield
169,Paraguay,Sorghum,2000,13057,hg/ha,Yield
169,Paraguay,Sorghum,2001,14018,hg/ha,Yield
169,Paraguay,Sorghum,2002,12089,hg/ha,Yield
169,Paraguay,Sorghum,2003,11725,hg/ha,Yield
169,Paraguay,Sorghum,2004,24074,hg/ha,Yield
169,Paraguay,Sorghum,2005,20599,hg/ha,Yield
169,Paraguay,Sorghum,2006,22558,hg/ha,Yield
169,Paraguay,Sorghum,2007,22727,hg/ha,Yield
169,Paraguay,Sorghum,2008,24268,hg/ha,Yield
169,Paraguay,Sorghum,2009,24152,hg/ha,Yield
169,Paraguay,Sorghum,2010,59846,hg/ha,Yield
169,Paraguay,Sorghum,2011,59846,hg/ha,Yield
169,Paraguay,Sorghum,2012,49850,hg/ha,Yield
169,Paraguay,Sorghum,2013,42018,hg/ha,Yield
169,Paraguay,Sorghum,2014,35000,hg/ha,Yield
169,Paraguay,Sorghum,2015,34751,hg/ha,Yield
169,Paraguay,Sorghum,2016,34800,hg/ha,Yield
