Area Code (FAO),Nation,Item,Year,yf_agrc_fruits_tonne_ha,units,Element
169,Paraguay,Maize,1994,21140,hg/ha,Yield
169,Paraguay,Maize,1995,24660,hg/ha,Yield
169,Paraguay,Maize,1996,20150,hg/ha,Yield
169,Paraguay,Maize,1997,27483,hg/ha,Yield
169,Paraguay,Maize,1998,24575,hg/ha,Yield
169,Paraguay,Maize,1999,22917,hg/ha,Yield
169,Paraguay,Maize,2000,19512,hg/ha,Yield
169,Paraguay,Maize,2001,23308,hg/ha,Yield
169,Paraguay,Maize,2002,23442,hg/ha,Yield
169,Paraguay,Maize,2003,23849,hg/ha,Yield
169,Paraguay,Maize,2004,25455,hg/ha,Yield
169,Paraguay,Maize,2005,20750,hg/ha,Yield
169,Paraguay,Maize,2006,26829,hg/ha,Yield
169,Paraguay,Maize,2007,27700,hg/ha,Yield
169,Paraguay,Maize,2008,28804,hg/ha,Yield
169,Paraguay,Maize,2009,24000,hg/ha,Yield
169,Paraguay,Maize,2010,39152,hg/ha,Yield
169,Paraguay,Maize,2011,39198,hg/ha,Yield
169,Paraguay,Maize,2012,30950,hg/ha,Yield
169,Paraguay,Maize,2013,40000,hg/ha,Yield
169,Paraguay,Maize,2014,40000,hg/ha,Yield
169,Paraguay,Maize,2015,52483,hg/ha,Yield
169,Paraguay,Maize,2016,53670,hg/ha,Yield
169,Paraguay,Maize,2017,54850,hg/ha,Yield
169,Paraguay,Maize,2018,49950,hg/ha,Yield
169,Paraguay,Maize,2019,51400,hg/ha,Yield
170,Peru,Maize,1961,13419,hg/ha,Yield
170,Peru,Maize,1962,13027,hg/ha,Yield
170,Peru,Maize,1963,13281,hg/ha,Yield
170,Peru,Maize,1964,14486,hg/ha,Yield
170,Peru,Maize,1965,16275,hg/ha,Yield
170,Peru,Maize,1966,16370,hg/ha,Yield
170,Peru,Maize,1967,16296,hg/ha,Yield
170,Peru,Maize,1968,16900,hg/ha,Yield
170,Peru,Maize,1969,16007,hg/ha,Yield
170,Peru,Maize,1970,16085,hg/ha,Yield
170,Peru,Maize,1971,16487,hg/ha,Yield
170,Peru,Maize,1972,16408,hg/ha,Yield
170,Peru,Maize,1973,16348,hg/ha,Yield
170,Peru,Maize,1974,16635,hg/ha,Yield
170,Peru,Maize,1975,17506,hg/ha,Yield
170,Peru,Maize,1976,18827,hg/ha,Yield
170,Peru,Maize,1977,18772,hg/ha,Yield
170,Peru,Maize,1978,16814,hg/ha,Yield
170,Peru,Maize,1979,16749,hg/ha,Yield
170,Peru,Maize,1980,15823,hg/ha,Yield
170,Peru,Maize,1981,17307,hg/ha,Yield
170,Peru,Maize,1982,17418,hg/ha,Yield
170,Peru,Maize,1983,16977,hg/ha,Yield
170,Peru,Maize,1984,19777,hg/ha,Yield
170,Peru,Maize,1985,18944,hg/ha,Yield
170,Peru,Maize,1986,20410,hg/ha,Yield
170,Peru,Maize,1987,20045,hg/ha,Yield
170,Peru,Maize,1988,19617,hg/ha,Yield
170,Peru,Maize,1989,20851,hg/ha,Yield
170,Peru,Maize,1990,19532,hg/ha,Yield
170,Peru,Maize,1991,19213,hg/ha,Yield
170,Peru,Maize,1992,18858,hg/ha,Yield
170,Peru,Maize,1993,21634,hg/ha,Yield
170,Peru,Maize,1994,20891,hg/ha,Yield
170,Peru,Maize,1995,19593,hg/ha,Yield
170,Peru,Maize,1996,25267,hg/ha,Yield
170,Peru,Maize,1997,20008,hg/ha,Yield
170,Peru,Maize,1998,21121,hg/ha,Yield
170,Peru,Maize,1999,23053,hg/ha,Yield
170,Peru,Maize,2000,24119,hg/ha,Yield
170,Peru,Maize,2001,25887,hg/ha,Yield
170,Peru,Maize,2002,26708,hg/ha,Yield
170,Peru,Maize,2003,27782,hg/ha,Yield
170,Peru,Maize,2004,26734,hg/ha,Yield
170,Peru,Maize,2005,26289,hg/ha,Yield
170,Peru,Maize,2006,27129,hg/ha,Yield
170,Peru,Maize,2007,28371,hg/ha,Yield
170,Peru,Maize,2008,29673,hg/ha,Yield
170,Peru,Maize,2009,30290,hg/ha,Yield
170,Peru,Maize,2010,30999,hg/ha,Yield
170,Peru,Maize,2011,31866,hg/ha,Yield
170,Peru,Maize,2012,33084,hg/ha,Yield
170,Peru,Maize,2013,32686,hg/ha,Yield
170,Peru,Maize,2014,31601,hg/ha,Yield
170,Peru,Maize,2015,33988,hg/ha,Yield
170,Peru,Maize,2016,32477,hg/ha,Yield
170,Peru,Maize,2017,34126,hg/ha,Yield
170,Peru,Maize,2018,34175,hg/ha,Yield
170,Peru,Maize,2019,34683,hg/ha,Yield
170,Peru,"Maize, green",1961,51429,hg/ha,Yield
170,Peru,"Maize, green",1962,55556,hg/ha,Yield
170,Peru,"Maize, green",1963,55556,hg/ha,Yield
170,Peru,"Maize, green",1964,55556,hg/ha,Yield
170,Peru,"Maize, green",1965,54253,hg/ha,Yield
170,Peru,"Maize, green",1966,48394,hg/ha,Yield
170,Peru,"Maize, green",1967,49201,hg/ha,Yield
170,Peru,"Maize, green",1968,46838,hg/ha,Yield
170,Peru,"Maize, green",1969,48202,hg/ha,Yield
170,Peru,"Maize, green",1970,54219,hg/ha,Yield
170,Peru,"Maize, green",1971,51166,hg/ha,Yield
170,Peru,"Maize, green",1972,51687,hg/ha,Yield
170,Peru,"Maize, green",1973,52141,hg/ha,Yield
170,Peru,"Maize, green",1974,55806,hg/ha,Yield
170,Peru,"Maize, green",1975,53415,hg/ha,Yield
170,Peru,"Maize, green",1976,56788,hg/ha,Yield
170,Peru,"Maize, green",1977,61621,hg/ha,Yield
170,Peru,"Maize, green",1978,65318,hg/ha,Yield
170,Peru,"Maize, green",1979,60834,hg/ha,Yield
170,Peru,"Maize, green",1980,63263,hg/ha,Yield
170,Peru,"Maize, green",1981,66627,hg/ha,Yield
170,Peru,"Maize, green",1982,68997,hg/ha,Yield
170,Peru,"Maize, green",1983,61079,hg/ha,Yield
170,Peru,"Maize, green",1984,64309,hg/ha,Yield
170,Peru,"Maize, green",1985,69936,hg/ha,Yield
170,Peru,"Maize, green",1986,69759,hg/ha,Yield
170,Peru,"Maize, green",1987,68697,hg/ha,Yield
170,Peru,"Maize, green",1988,76170,hg/ha,Yield
170,Peru,"Maize, green",1989,81066,hg/ha,Yield
170,Peru,"Maize, green",1990,77832,hg/ha,Yield
170,Peru,"Maize, green",1991,80346,hg/ha,Yield
170,Peru,"Maize, green",1992,79997,hg/ha,Yield
170,Peru,"Maize, green",1993,78126,hg/ha,Yield
170,Peru,"Maize, green",1994,69556,hg/ha,Yield
170,Peru,"Maize, green",1995,70110,hg/ha,Yield
170,Peru,"Maize, green",1996,73502,hg/ha,Yield
170,Peru,"Maize, green",1997,69196,hg/ha,Yield
170,Peru,"Maize, green",1998,76440,hg/ha,Yield
170,Peru,"Maize, green",1999,80654,hg/ha,Yield
170,Peru,"Maize, green",2000,81421,hg/ha,Yield
170,Peru,"Maize, green",2001,80873,hg/ha,Yield
170,Peru,"Maize, green",2002,86725,hg/ha,Yield
170,Peru,"Maize, green",2003,85857,hg/ha,Yield
170,Peru,"Maize, green",2004,82843,hg/ha,Yield
170,Peru,"Maize, green",2005,84137,hg/ha,Yield
170,Peru,"Maize, green",2006,85694,hg/ha,Yield
170,Peru,"Maize, green",2007,80408,hg/ha,Yield
170,Peru,"Maize, green",2008,85014,hg/ha,Yield
170,Peru,"Maize, green",2009,87944,hg/ha,Yield
170,Peru,"Maize, green",2010,87645,hg/ha,Yield
170,Peru,"Maize, green",2011,85160,hg/ha,Yield
170,Peru,"Maize, green",2012,83294,hg/ha,Yield
170,Peru,"Maize, green",2013,86588,hg/ha,Yield
170,Peru,"Maize, green",2014,88735,hg/ha,Yield
170,Peru,"Maize, green",2015,87594,hg/ha,Yield
170,Peru,"Maize, green",2016,89825,hg/ha,Yield
170,Peru,"Maize, green",2017,97144,hg/ha,Yield
170,Peru,"Maize, green",2018,95350,hg/ha,Yield
170,Peru,"Maize, green",2019,95174,hg/ha,Yield
207,Suriname,Maize,1961,17229,hg/ha,Yield
207,Suriname,Maize,1962,17800,hg/ha,Yield
207,Suriname,Maize,1963,17563,hg/ha,Yield
207,Suriname,Maize,1964,21730,hg/ha,Yield
207,Suriname,Maize,1965,25442,hg/ha,Yield
207,Suriname,Maize,1966,15146,hg/ha,Yield
207,Suriname,Maize,1967,14337,hg/ha,Yield
207,Suriname,Maize,1968,20627,hg/ha,Yield
207,Suriname,Maize,1969,17920,hg/ha,Yield
207,Suriname,Maize,1970,14884,hg/ha,Yield
207,Suriname,Maize,1971,25317,hg/ha,Yield
207,Suriname,Maize,1972,25000,hg/ha,Yield
207,Suriname,Maize,1973,16846,hg/ha,Yield
207,Suriname,Maize,1974,16083,hg/ha,Yield
207,Suriname,Maize,1975,18493,hg/ha,Yield
207,Suriname,Maize,1976,14043,hg/ha,Yield
207,Suriname,Maize,1977,20909,hg/ha,Yield
207,Suriname,Maize,1978,19500,hg/ha,Yield
207,Suriname,Maize,1979,16709,hg/ha,Yield
207,Suriname,Maize,1980,15847,hg/ha,Yield
207,Suriname,Maize,1981,20000,hg/ha,Yield
207,Suriname,Maize,1982,15556,hg/ha,Yield
207,Suriname,Maize,1983,13525,hg/ha,Yield
207,Suriname,Maize,1984,16892,hg/ha,Yield
207,Suriname,Maize,1985,16275,hg/ha,Yield
207,Suriname,Maize,1986,11525,hg/ha,Yield
207,Suriname,Maize,1987,16071,hg/ha,Yield
207,Suriname,Maize,1988,17092,hg/ha,Yield
207,Suriname,Maize,1989,17383,hg/ha,Yield
207,Suriname,Maize,1990,21575,hg/ha,Yield
207,Suriname,Maize,1991,22289,hg/ha,Yield
207,Suriname,Maize,1992,18706,hg/ha,Yield
207,Suriname,Maize,1993,20651,hg/ha,Yield
207,Suriname,Maize,1994,18162,hg/ha,Yield
207,Suriname,Maize,1995,22553,hg/ha,Yield
207,Suriname,Maize,1996,22267,hg/ha,Yield
207,Suriname,Maize,1997,22833,hg/ha,Yield
207,Suriname,Maize,1998,22000,hg/ha,Yield
207,Suriname,Maize,1999,10000,hg/ha,Yield
207,Suriname,Maize,2000,19048,hg/ha,Yield
207,Suriname,Maize,2001,19444,hg/ha,Yield
207,Suriname,Maize,2002,19677,hg/ha,Yield
207,Suriname,Maize,2003,23214,hg/ha,Yield
207,Suriname,Maize,2004,28077,hg/ha,Yield
207,Suriname,Maize,2005,18421,hg/ha,Yield
207,Suriname,Maize,2006,23000,hg/ha,Yield
207,Suriname,Maize,2007,27222,hg/ha,Yield
207,Suriname,Maize,2008,22500,hg/ha,Yield
207,Suriname,Maize,2009,24000,hg/ha,Yield
207,Suriname,Maize,2010,23333,hg/ha,Yield
207,Suriname,Maize,2011,22857,hg/ha,Yield
207,Suriname,Maize,2012,26364,hg/ha,Yield
207,Suriname,Maize,2013,24737,hg/ha,Yield
207,Suriname,Maize,2014,24167,hg/ha,Yield
207,Suriname,Maize,2015,23429,hg/ha,Yield
207,Suriname,Maize,2016,24722,hg/ha,Yield
207,Suriname,Maize,2017,23889,hg/ha,Yield
207,Suriname,Maize,2018,25000,hg/ha,Yield
207,Suriname,Maize,2019,26296,hg/ha,Yield
220,Trinidad and Tobago,Maize,1961,30000,hg/ha,Yield
220,Trinidad and Tobago,Maize,1962,31953,hg/ha,Yield
220,Trinidad and Tobago,Maize,1963,33939,hg/ha,Yield
220,Trinidad and Tobago,Maize,1964,35897,hg/ha,Yield
220,Trinidad and Tobago,Maize,1965,37736,hg/ha,Yield
220,Trinidad and Tobago,Maize,1966,40000,hg/ha,Yield
220,Trinidad and Tobago,Maize,1967,41667,hg/ha,Yield
220,Trinidad and Tobago,Maize,1968,44444,hg/ha,Yield
220,Trinidad and Tobago,Maize,1969,44847,hg/ha,Yield
220,Trinidad and Tobago,Maize,1970,44873,hg/ha,Yield
220,Trinidad and Tobago,Maize,1971,39220,hg/ha,Yield
220,Trinidad and Tobago,Maize,1972,39232,hg/ha,Yield
220,Trinidad and Tobago,Maize,1973,39209,hg/ha,Yield
220,Trinidad and Tobago,Maize,1974,39228,hg/ha,Yield
220,Trinidad and Tobago,Maize,1975,39214,hg/ha,Yield
220,Trinidad and Tobago,Maize,1976,42105,hg/ha,Yield
220,Trinidad and Tobago,Maize,1977,40860,hg/ha,Yield
220,Trinidad and Tobago,Maize,1978,40698,hg/ha,Yield
220,Trinidad and Tobago,Maize,1979,28115,hg/ha,Yield
220,Trinidad and Tobago,Maize,1980,28060,hg/ha,Yield
220,Trinidad and Tobago,Maize,1981,27858,hg/ha,Yield
220,Trinidad and Tobago,Maize,1982,28062,hg/ha,Yield
220,Trinidad and Tobago,Maize,1983,28079,hg/ha,Yield
220,Trinidad and Tobago,Maize,1984,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1985,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1986,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1987,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1988,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1989,28571,hg/ha,Yield
220,Trinidad and Tobago,Maize,1990,43626,hg/ha,Yield
220,Trinidad and Tobago,Maize,1991,31893,hg/ha,Yield
220,Trinidad and Tobago,Maize,1992,31818,hg/ha,Yield
220,Trinidad and Tobago,Maize,1993,33333,hg/ha,Yield
220,Trinidad and Tobago,Maize,1994,31387,hg/ha,Yield
220,Trinidad and Tobago,Maize,1995,30379,hg/ha,Yield
220,Trinidad and Tobago,Maize,1996,29325,hg/ha,Yield
220,Trinidad and Tobago,Maize,1997,28235,hg/ha,Yield
220,Trinidad and Tobago,Maize,1998,26706,hg/ha,Yield
220,Trinidad and Tobago,Maize,1999,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2000,26000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2001,25871,hg/ha,Yield
220,Trinidad and Tobago,Maize,2002,25354,hg/ha,Yield
220,Trinidad and Tobago,Maize,2003,25696,hg/ha,Yield
220,Trinidad and Tobago,Maize,2004,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2005,23462,hg/ha,Yield
220,Trinidad and Tobago,Maize,2006,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2007,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2008,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2009,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2010,24764,hg/ha,Yield
220,Trinidad and Tobago,Maize,2011,24721,hg/ha,Yield
220,Trinidad and Tobago,Maize,2012,25000,hg/ha,Yield
220,Trinidad and Tobago,Maize,2013,24521,hg/ha,Yield
220,Trinidad and Tobago,Maize,2014,23309,hg/ha,Yield
220,Trinidad and Tobago,Maize,2015,22433,hg/ha,Yield
220,Trinidad and Tobago,Maize,2016,21043,hg/ha,Yield
220,Trinidad and Tobago,Maize,2017,19951,hg/ha,Yield
220,Trinidad and Tobago,Maize,2018,18821,hg/ha,Yield
220,Trinidad and Tobago,Maize,2019,16667,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2007,6549,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2008,4214,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2009,5938,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2010,22454,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2011,37221,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2012,48431,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2013,13359,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2014,12911,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2015,12736,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2016,15150,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2017,23610,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2018,26920,hg/ha,Yield
220,Trinidad and Tobago,"Maize, green",2019,27703,hg/ha,Yield
234,Uruguay,Maize,1961,7864,hg/ha,Yield
234,Uruguay,Maize,1962,5806,hg/ha,Yield
234,Uruguay,Maize,1963,8707,hg/ha,Yield
234,Uruguay,Maize,1964,5446,hg/ha,Yield
234,Uruguay,Maize,1965,3275,hg/ha,Yield
234,Uruguay,Maize,1966,7890,hg/ha,Yield
234,Uruguay,Maize,1967,5170,hg/ha,Yield
234,Uruguay,Maize,1968,4280,hg/ha,Yield
234,Uruguay,Maize,1969,7370,hg/ha,Yield
234,Uruguay,Maize,1970,8342,hg/ha,Yield
234,Uruguay,Maize,1971,9213,hg/ha,Yield
234,Uruguay,Maize,1972,7801,hg/ha,Yield
234,Uruguay,Maize,1973,10123,hg/ha,Yield
234,Uruguay,Maize,1974,11693,hg/ha,Yield
234,Uruguay,Maize,1975,10278,hg/ha,Yield
234,Uruguay,Maize,1976,12206,hg/ha,Yield
234,Uruguay,Maize,1977,8766,hg/ha,Yield
234,Uruguay,Maize,1978,10519,hg/ha,Yield
234,Uruguay,Maize,1979,7577,hg/ha,Yield
234,Uruguay,Maize,1980,9538,hg/ha,Yield
234,Uruguay,Maize,1981,12365,hg/ha,Yield
234,Uruguay,Maize,1982,10250,hg/ha,Yield
234,Uruguay,Maize,1983,11140,hg/ha,Yield
234,Uruguay,Maize,1984,13441,hg/ha,Yield
234,Uruguay,Maize,1985,12066,hg/ha,Yield
234,Uruguay,Maize,1986,9913,hg/ha,Yield
234,Uruguay,Maize,1987,11850,hg/ha,Yield
234,Uruguay,Maize,1988,15920,hg/ha,Yield
234,Uruguay,Maize,1989,12278,hg/ha,Yield
234,Uruguay,Maize,1990,18510,hg/ha,Yield
234,Uruguay,Maize,1991,17800,hg/ha,Yield
234,Uruguay,Maize,1992,15613,hg/ha,Yield
234,Uruguay,Maize,1993,19631,hg/ha,Yield
234,Uruguay,Maize,1994,16279,hg/ha,Yield
234,Uruguay,Maize,1995,24528,hg/ha,Yield
234,Uruguay,Maize,1996,21712,hg/ha,Yield
234,Uruguay,Maize,1997,26444,hg/ha,Yield
234,Uruguay,Maize,1998,33715,hg/ha,Yield
234,Uruguay,Maize,1999,40894,hg/ha,Yield
234,Uruguay,Maize,2000,15296,hg/ha,Yield
234,Uruguay,Maize,2001,46643,hg/ha,Yield
234,Uruguay,Maize,2002,33552,hg/ha,Yield
234,Uruguay,Maize,2003,45855,hg/ha,Yield
234,Uruguay,Maize,2004,49640,hg/ha,Yield
234,Uruguay,Maize,2005,41419,hg/ha,Yield
234,Uruguay,Maize,2006,41837,hg/ha,Yield
234,Uruguay,Maize,2007,57541,hg/ha,Yield
234,Uruguay,Maize,2008,41526,hg/ha,Yield
234,Uruguay,Maize,2009,30834,hg/ha,Yield
234,Uruguay,Maize,2010,55115,hg/ha,Yield
234,Uruguay,Maize,2011,35377,hg/ha,Yield
234,Uruguay,Maize,2012,42615,hg/ha,Yield
234,Uruguay,Maize,2013,56309,hg/ha,Yield
234,Uruguay,Maize,2014,43059,hg/ha,Yield
234,Uruguay,Maize,2015,57711,hg/ha,Yield
234,Uruguay,Maize,2016,58675,hg/ha,Yield
234,Uruguay,Maize,2017,71364,hg/ha,Yield
234,Uruguay,Maize,2018,43399,hg/ha,Yield
234,Uruguay,Maize,2019,76262,hg/ha,Yield
234,Uruguay,"Maize, green",1961,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1962,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1963,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1964,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1965,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1966,18012,hg/ha,Yield
234,Uruguay,"Maize, green",1967,17500,hg/ha,Yield
234,Uruguay,"Maize, green",1968,16923,hg/ha,Yield
234,Uruguay,"Maize, green",1969,16429,hg/ha,Yield
234,Uruguay,"Maize, green",1970,15895,hg/ha,Yield
234,Uruguay,"Maize, green",1971,16000,hg/ha,Yield
234,Uruguay,"Maize, green",1972,16013,hg/ha,Yield
234,Uruguay,"Maize, green",1973,16129,hg/ha,Yield
234,Uruguay,"Maize, green",1974,16129,hg/ha,Yield
234,Uruguay,"Maize, green",1975,16561,hg/ha,Yield
234,Uruguay,"Maize, green",1976,16875,hg/ha,Yield
234,Uruguay,"Maize, green",1977,16875,hg/ha,Yield
234,Uruguay,"Maize, green",1978,16471,hg/ha,Yield
234,Uruguay,"Maize, green",1979,16471,hg/ha,Yield
234,Uruguay,"Maize, green",1980,17312,hg/ha,Yield
234,Uruguay,"Maize, green",1981,17647,hg/ha,Yield
234,Uruguay,"Maize, green",1982,17647,hg/ha,Yield
234,Uruguay,"Maize, green",1983,18235,hg/ha,Yield
234,Uruguay,"Maize, green",1984,18235,hg/ha,Yield
234,Uruguay,"Maize, green",1985,18235,hg/ha,Yield
234,Uruguay,"Maize, green",1986,17778,hg/ha,Yield
234,Uruguay,"Maize, green",1987,17838,hg/ha,Yield
234,Uruguay,"Maize, green",1988,18235,hg/ha,Yield
234,Uruguay,"Maize, green",1989,17778,hg/ha,Yield
234,Uruguay,"Maize, green",1990,18750,hg/ha,Yield
234,Uruguay,"Maize, green",1991,20099,hg/ha,Yield
234,Uruguay,"Maize, green",1992,19394,hg/ha,Yield
234,Uruguay,"Maize, green",1993,20000,hg/ha,Yield
234,Uruguay,"Maize, green",1994,24286,hg/ha,Yield
234,Uruguay,"Maize, green",1995,25710,hg/ha,Yield
234,Uruguay,"Maize, green",1996,27074,hg/ha,Yield
234,Uruguay,"Maize, green",1997,28360,hg/ha,Yield
234,Uruguay,"Maize, green",1998,28665,hg/ha,Yield
234,Uruguay,"Maize, green",1999,30249,hg/ha,Yield
234,Uruguay,"Maize, green",2000,19444,hg/ha,Yield
234,Uruguay,"Maize, green",2001,36133,hg/ha,Yield
234,Uruguay,"Maize, green",2002,45910,hg/ha,Yield
234,Uruguay,"Maize, green",2003,57742,hg/ha,Yield
234,Uruguay,"Maize, green",2004,60000,hg/ha,Yield
234,Uruguay,"Maize, green",2005,52643,hg/ha,Yield
234,Uruguay,"Maize, green",2006,57143,hg/ha,Yield
234,Uruguay,"Maize, green",2007,58571,hg/ha,Yield
234,Uruguay,"Maize, green",2008,34343,hg/ha,Yield
234,Uruguay,"Maize, green",2009,48182,hg/ha,Yield
234,Uruguay,"Maize, green",2010,45571,hg/ha,Yield
234,Uruguay,"Maize, green",2011,54841,hg/ha,Yield
234,Uruguay,"Maize, green",2012,53205,hg/ha,Yield
234,Uruguay,"Maize, green",2013,53600,hg/ha,Yield
234,Uruguay,"Maize, green",2014,95373,hg/ha,Yield
234,Uruguay,"Maize, green",2015,58477,hg/ha,Yield
234,Uruguay,"Maize, green",2016,66270,hg/ha,Yield
234,Uruguay,"Maize, green",2017,71828,hg/ha,Yield
234,Uruguay,"Maize, green",2018,70217,hg/ha,Yield
234,Uruguay,"Maize, green",2019,72921,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1961,10792,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1962,11184,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1963,10081,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1964,10721,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1965,11282,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1966,11940,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1967,10281,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1968,10550,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1969,10456,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1970,12071,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1971,12140,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1972,10887,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1973,10353,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1974,11976,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1975,12909,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1976,12185,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1977,15609,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1978,14287,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1979,14980,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1980,14596,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1981,14510,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1982,16425,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1983,15726,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1984,17489,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1985,18608,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1986,18040,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1987,18500,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1988,19970,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1989,20850,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1990,21680,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1991,22848,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1992,22560,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1993,26203,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1994,28465,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1995,28100,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1996,28233,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1997,28313,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1998,27697,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,1999,31324,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2000,35004,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2001,34486,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2002,31108,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2003,34326,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2004,34501,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2005,32616,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2006,33342,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2007,34724,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2008,33327,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2009,30171,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2010,37455,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2011,34881,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2012,35161,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2013,38327,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2014,38323,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2015,31256,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2016,33725,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2017,30998,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2018,40582,hg/ha,Yield
236,Venezuela (Bolivarian Republic of),Maize,2019,38793,hg/ha,Yield
