Area Code (FAO),Nation,Item,Year,yf_agrc_tubers_tonne_ha,Unit,Element
170,Peru,Roots and tubers nes,2014,65498,hg/ha,Yield
170,Peru,Roots and tubers nes,2015,69350,hg/ha,Yield
170,Peru,Roots and tubers nes,2016,73435,hg/ha,Yield
170,Peru,Roots and tubers nes,2017,74350,hg/ha,Yield
170,Peru,Roots and tubers nes,2018,75407,hg/ha,Yield
170,Peru,Roots and tubers nes,2019,77185,hg/ha,Yield
170,Peru,Sweet potatoes,1961,91082,hg/ha,Yield
170,Peru,Sweet potatoes,1962,90285,hg/ha,Yield
170,Peru,Sweet potatoes,1963,93792,hg/ha,Yield
170,Peru,Sweet potatoes,1964,127616,hg/ha,Yield
170,Peru,Sweet potatoes,1965,107107,hg/ha,Yield
170,Peru,Sweet potatoes,1966,112778,hg/ha,Yield
170,Peru,Sweet potatoes,1967,121753,hg/ha,Yield
170,Peru,Sweet potatoes,1968,121871,hg/ha,Yield
170,Peru,Sweet potatoes,1969,120855,hg/ha,Yield
170,Peru,Sweet potatoes,1970,129777,hg/ha,Yield
170,Peru,Sweet potatoes,1971,124187,hg/ha,Yield
170,Peru,Sweet potatoes,1972,114673,hg/ha,Yield
170,Peru,Sweet potatoes,1973,121825,hg/ha,Yield
170,Peru,Sweet potatoes,1974,115983,hg/ha,Yield
170,Peru,Sweet potatoes,1975,112977,hg/ha,Yield
170,Peru,Sweet potatoes,1976,115118,hg/ha,Yield
170,Peru,Sweet potatoes,1977,106612,hg/ha,Yield
170,Peru,Sweet potatoes,1978,106211,hg/ha,Yield
170,Peru,Sweet potatoes,1979,106394,hg/ha,Yield
170,Peru,Sweet potatoes,1980,104320,hg/ha,Yield
170,Peru,Sweet potatoes,1981,110265,hg/ha,Yield
170,Peru,Sweet potatoes,1982,112401,hg/ha,Yield
170,Peru,Sweet potatoes,1983,103913,hg/ha,Yield
170,Peru,Sweet potatoes,1984,115505,hg/ha,Yield
170,Peru,Sweet potatoes,1985,108083,hg/ha,Yield
170,Peru,Sweet potatoes,1986,119186,hg/ha,Yield
170,Peru,Sweet potatoes,1987,117957,hg/ha,Yield
170,Peru,Sweet potatoes,1988,121095,hg/ha,Yield
170,Peru,Sweet potatoes,1989,121602,hg/ha,Yield
170,Peru,Sweet potatoes,1990,159470,hg/ha,Yield
170,Peru,Sweet potatoes,1991,145947,hg/ha,Yield
170,Peru,Sweet potatoes,1992,171877,hg/ha,Yield
170,Peru,Sweet potatoes,1993,154064,hg/ha,Yield
170,Peru,Sweet potatoes,1994,149086,hg/ha,Yield
170,Peru,Sweet potatoes,1995,171233,hg/ha,Yield
170,Peru,Sweet potatoes,1996,173161,hg/ha,Yield
170,Peru,Sweet potatoes,1997,181629,hg/ha,Yield
170,Peru,Sweet potatoes,1998,128000,hg/ha,Yield
170,Peru,Sweet potatoes,1999,168136,hg/ha,Yield
170,Peru,Sweet potatoes,2000,157591,hg/ha,Yield
170,Peru,Sweet potatoes,2001,164528,hg/ha,Yield
170,Peru,Sweet potatoes,2002,161331,hg/ha,Yield
170,Peru,Sweet potatoes,2003,154585,hg/ha,Yield
170,Peru,Sweet potatoes,2004,157317,hg/ha,Yield
170,Peru,Sweet potatoes,2005,163495,hg/ha,Yield
170,Peru,Sweet potatoes,2006,176596,hg/ha,Yield
170,Peru,Sweet potatoes,2007,164704,hg/ha,Yield
170,Peru,Sweet potatoes,2008,156567,hg/ha,Yield
170,Peru,Sweet potatoes,2009,164141,hg/ha,Yield
170,Peru,Sweet potatoes,2010,167924,hg/ha,Yield
170,Peru,Sweet potatoes,2011,180910,hg/ha,Yield
170,Peru,Sweet potatoes,2012,174587,hg/ha,Yield
170,Peru,Sweet potatoes,2013,183363,hg/ha,Yield
170,Peru,Sweet potatoes,2014,172767,hg/ha,Yield
170,Peru,Sweet potatoes,2015,176182,hg/ha,Yield
170,Peru,Sweet potatoes,2016,178106,hg/ha,Yield
170,Peru,Sweet potatoes,2017,181008,hg/ha,Yield
170,Peru,Sweet potatoes,2018,179130,hg/ha,Yield
170,Peru,Sweet potatoes,2019,179757,hg/ha,Yield
207,Suriname,Cassava,1961,83094,hg/ha,Yield
207,Suriname,Cassava,1962,85922,hg/ha,Yield
207,Suriname,Cassava,1963,84940,hg/ha,Yield
207,Suriname,Cassava,1964,76797,hg/ha,Yield
207,Suriname,Cassava,1965,86276,hg/ha,Yield
207,Suriname,Cassava,1966,63242,hg/ha,Yield
207,Suriname,Cassava,1967,55000,hg/ha,Yield
207,Suriname,Cassava,1968,55120,hg/ha,Yield
207,Suriname,Cassava,1969,63909,hg/ha,Yield
207,Suriname,Cassava,1970,77581,hg/ha,Yield
207,Suriname,Cassava,1971,66449,hg/ha,Yield
207,Suriname,Cassava,1972,68966,hg/ha,Yield
207,Suriname,Cassava,1973,67173,hg/ha,Yield
207,Suriname,Cassava,1974,65354,hg/ha,Yield
207,Suriname,Cassava,1975,54146,hg/ha,Yield
207,Suriname,Cassava,1976,61995,hg/ha,Yield
207,Suriname,Cassava,1977,56404,hg/ha,Yield
207,Suriname,Cassava,1978,76415,hg/ha,Yield
207,Suriname,Cassava,1979,69949,hg/ha,Yield
207,Suriname,Cassava,1980,72808,hg/ha,Yield
207,Suriname,Cassava,1981,29940,hg/ha,Yield
207,Suriname,Cassava,1982,72219,hg/ha,Yield
207,Suriname,Cassava,1983,64227,hg/ha,Yield
207,Suriname,Cassava,1984,64605,hg/ha,Yield
207,Suriname,Cassava,1985,65934,hg/ha,Yield
207,Suriname,Cassava,1986,40137,hg/ha,Yield
207,Suriname,Cassava,1987,140182,hg/ha,Yield
207,Suriname,Cassava,1988,118141,hg/ha,Yield
207,Suriname,Cassava,1989,117353,hg/ha,Yield
207,Suriname,Cassava,1990,125641,hg/ha,Yield
207,Suriname,Cassava,1991,154444,hg/ha,Yield
207,Suriname,Cassava,1992,144139,hg/ha,Yield
207,Suriname,Cassava,1993,130082,hg/ha,Yield
207,Suriname,Cassava,1994,135039,hg/ha,Yield
207,Suriname,Cassava,1995,149460,hg/ha,Yield
207,Suriname,Cassava,1996,169764,hg/ha,Yield
207,Suriname,Cassava,1997,162653,hg/ha,Yield
207,Suriname,Cassava,1998,110084,hg/ha,Yield
207,Suriname,Cassava,1999,167798,hg/ha,Yield
207,Suriname,Cassava,2000,158385,hg/ha,Yield
207,Suriname,Cassava,2001,197585,hg/ha,Yield
207,Suriname,Cassava,2002,187244,hg/ha,Yield
207,Suriname,Cassava,2003,211700,hg/ha,Yield
207,Suriname,Cassava,2004,204878,hg/ha,Yield
207,Suriname,Cassava,2005,197619,hg/ha,Yield
207,Suriname,Cassava,2006,200000,hg/ha,Yield
207,Suriname,Cassava,2007,254710,hg/ha,Yield
207,Suriname,Cassava,2008,251652,hg/ha,Yield
207,Suriname,Cassava,2009,276831,hg/ha,Yield
207,Suriname,Cassava,2010,252560,hg/ha,Yield
207,Suriname,Cassava,2011,228356,hg/ha,Yield
207,Suriname,Cassava,2012,241965,hg/ha,Yield
207,Suriname,Cassava,2013,298608,hg/ha,Yield
207,Suriname,Cassava,2014,279569,hg/ha,Yield
207,Suriname,Cassava,2015,253405,hg/ha,Yield
207,Suriname,Cassava,2016,260285,hg/ha,Yield
207,Suriname,Cassava,2017,268737,hg/ha,Yield
207,Suriname,Cassava,2018,283681,hg/ha,Yield
207,Suriname,Cassava,2019,275993,hg/ha,Yield
207,Suriname,Roots and tubers nes,1961,46538,hg/ha,Yield
207,Suriname,Roots and tubers nes,1962,44583,hg/ha,Yield
207,Suriname,Roots and tubers nes,1963,45714,hg/ha,Yield
207,Suriname,Roots and tubers nes,1964,38947,hg/ha,Yield
207,Suriname,Roots and tubers nes,1965,25556,hg/ha,Yield
207,Suriname,Roots and tubers nes,1966,44615,hg/ha,Yield
207,Suriname,Roots and tubers nes,1967,46774,hg/ha,Yield
207,Suriname,Roots and tubers nes,1968,49524,hg/ha,Yield
207,Suriname,Roots and tubers nes,1969,46250,hg/ha,Yield
207,Suriname,Roots and tubers nes,1970,46667,hg/ha,Yield
207,Suriname,Roots and tubers nes,1971,48352,hg/ha,Yield
207,Suriname,Roots and tubers nes,1972,50000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1973,55870,hg/ha,Yield
207,Suriname,Roots and tubers nes,1974,54000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1975,55000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1976,50000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1977,42687,hg/ha,Yield
207,Suriname,Roots and tubers nes,1978,40313,hg/ha,Yield
207,Suriname,Roots and tubers nes,1979,57308,hg/ha,Yield
207,Suriname,Roots and tubers nes,1980,38634,hg/ha,Yield
207,Suriname,Roots and tubers nes,1981,21905,hg/ha,Yield
207,Suriname,Roots and tubers nes,1982,47642,hg/ha,Yield
207,Suriname,Roots and tubers nes,1983,60153,hg/ha,Yield
207,Suriname,Roots and tubers nes,1984,50250,hg/ha,Yield
207,Suriname,Roots and tubers nes,1985,61045,hg/ha,Yield
207,Suriname,Roots and tubers nes,1986,81724,hg/ha,Yield
207,Suriname,Roots and tubers nes,1987,94222,hg/ha,Yield
207,Suriname,Roots and tubers nes,1988,75946,hg/ha,Yield
207,Suriname,Roots and tubers nes,1989,64118,hg/ha,Yield
207,Suriname,Roots and tubers nes,1990,74500,hg/ha,Yield
207,Suriname,Roots and tubers nes,1991,68182,hg/ha,Yield
207,Suriname,Roots and tubers nes,1992,67391,hg/ha,Yield
207,Suriname,Roots and tubers nes,1993,64000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1994,68750,hg/ha,Yield
207,Suriname,Roots and tubers nes,1995,70000,hg/ha,Yield
207,Suriname,Roots and tubers nes,1996,66667,hg/ha,Yield
207,Suriname,Roots and tubers nes,1997,64286,hg/ha,Yield
207,Suriname,Roots and tubers nes,1998,73438,hg/ha,Yield
207,Suriname,Roots and tubers nes,1999,65333,hg/ha,Yield
207,Suriname,Roots and tubers nes,2000,65000,hg/ha,Yield
207,Suriname,Roots and tubers nes,2001,110390,hg/ha,Yield
207,Suriname,Roots and tubers nes,2002,114286,hg/ha,Yield
207,Suriname,Roots and tubers nes,2003,100000,hg/ha,Yield
207,Suriname,Roots and tubers nes,2004,100000,hg/ha,Yield
207,Suriname,Roots and tubers nes,2005,133333,hg/ha,Yield
207,Suriname,Roots and tubers nes,2006,91600,hg/ha,Yield
207,Suriname,Roots and tubers nes,2007,104286,hg/ha,Yield
207,Suriname,Roots and tubers nes,2008,109722,hg/ha,Yield
207,Suriname,Roots and tubers nes,2009,117170,hg/ha,Yield
207,Suriname,Roots and tubers nes,2010,120286,hg/ha,Yield
207,Suriname,Roots and tubers nes,2011,105000,hg/ha,Yield
207,Suriname,Roots and tubers nes,2012,111735,hg/ha,Yield
207,Suriname,Roots and tubers nes,2013,129922,hg/ha,Yield
207,Suriname,Roots and tubers nes,2014,118354,hg/ha,Yield
207,Suriname,Roots and tubers nes,2015,105962,hg/ha,Yield
207,Suriname,Roots and tubers nes,2016,113643,hg/ha,Yield
207,Suriname,Roots and tubers nes,2017,123000,hg/ha,Yield
207,Suriname,Roots and tubers nes,2018,121898,hg/ha,Yield
207,Suriname,Roots and tubers nes,2019,122734,hg/ha,Yield
207,Suriname,Sweet potatoes,1961,89524,hg/ha,Yield
207,Suriname,Sweet potatoes,1962,89434,hg/ha,Yield
207,Suriname,Sweet potatoes,1963,69773,hg/ha,Yield
207,Suriname,Sweet potatoes,1964,73333,hg/ha,Yield
207,Suriname,Sweet potatoes,1965,24250,hg/ha,Yield
207,Suriname,Sweet potatoes,1966,90000,hg/ha,Yield
207,Suriname,Sweet potatoes,1967,26076,hg/ha,Yield
207,Suriname,Sweet potatoes,1968,39291,hg/ha,Yield
207,Suriname,Sweet potatoes,1969,46563,hg/ha,Yield
207,Suriname,Sweet potatoes,1970,44194,hg/ha,Yield
207,Suriname,Sweet potatoes,1971,54000,hg/ha,Yield
207,Suriname,Sweet potatoes,1972,50526,hg/ha,Yield
207,Suriname,Sweet potatoes,1973,51379,hg/ha,Yield
207,Suriname,Sweet potatoes,1974,50000,hg/ha,Yield
207,Suriname,Sweet potatoes,1975,43333,hg/ha,Yield
207,Suriname,Sweet potatoes,1976,40000,hg/ha,Yield
207,Suriname,Sweet potatoes,1977,33143,hg/ha,Yield
207,Suriname,Sweet potatoes,1978,46087,hg/ha,Yield
207,Suriname,Sweet potatoes,1979,54444,hg/ha,Yield
207,Suriname,Sweet potatoes,1980,50000,hg/ha,Yield
207,Suriname,Sweet potatoes,1981,50000,hg/ha,Yield
207,Suriname,Sweet potatoes,1982,47059,hg/ha,Yield
207,Suriname,Sweet potatoes,1983,41111,hg/ha,Yield
207,Suriname,Sweet potatoes,1984,44348,hg/ha,Yield
207,Suriname,Sweet potatoes,1985,54167,hg/ha,Yield
207,Suriname,Sweet potatoes,1986,45000,hg/ha,Yield
207,Suriname,Sweet potatoes,1987,38000,hg/ha,Yield
207,Suriname,Sweet potatoes,1988,46429,hg/ha,Yield
207,Suriname,Sweet potatoes,1989,52222,hg/ha,Yield
207,Suriname,Sweet potatoes,1990,90667,hg/ha,Yield
207,Suriname,Sweet potatoes,1991,33846,hg/ha,Yield
207,Suriname,Sweet potatoes,1992,88846,hg/ha,Yield
207,Suriname,Sweet potatoes,1993,61774,hg/ha,Yield
207,Suriname,Sweet potatoes,1994,58873,hg/ha,Yield
207,Suriname,Sweet potatoes,1995,68750,hg/ha,Yield
207,Suriname,Sweet potatoes,1996,115833,hg/ha,Yield
207,Suriname,Sweet potatoes,1997,116667,hg/ha,Yield
207,Suriname,Sweet potatoes,1998,95000,hg/ha,Yield
207,Suriname,Sweet potatoes,1999,122500,hg/ha,Yield
207,Suriname,Sweet potatoes,2000,128000,hg/ha,Yield
207,Suriname,Sweet potatoes,2001,128462,hg/ha,Yield
207,Suriname,Sweet potatoes,2002,142308,hg/ha,Yield
207,Suriname,Sweet potatoes,2003,115000,hg/ha,Yield
207,Suriname,Sweet potatoes,2004,126875,hg/ha,Yield
207,Suriname,Sweet potatoes,2005,148367,hg/ha,Yield
207,Suriname,Sweet potatoes,2006,191628,hg/ha,Yield
207,Suriname,Sweet potatoes,2007,161556,hg/ha,Yield
207,Suriname,Sweet potatoes,2008,191220,hg/ha,Yield
207,Suriname,Sweet potatoes,2009,140000,hg/ha,Yield
207,Suriname,Sweet potatoes,2010,190417,hg/ha,Yield
207,Suriname,Sweet potatoes,2011,179630,hg/ha,Yield
207,Suriname,Sweet potatoes,2012,185926,hg/ha,Yield
207,Suriname,Sweet potatoes,2013,169487,hg/ha,Yield
207,Suriname,Sweet potatoes,2014,97843,hg/ha,Yield
207,Suriname,Sweet potatoes,2015,139787,hg/ha,Yield
207,Suriname,Sweet potatoes,2016,145484,hg/ha,Yield
207,Suriname,Sweet potatoes,2017,143621,hg/ha,Yield
207,Suriname,Sweet potatoes,2018,139474,hg/ha,Yield
207,Suriname,Sweet potatoes,2019,134545,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1961,89589,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1962,89500,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1963,89792,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1964,89576,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1965,89654,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1966,89689,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1967,89567,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1968,89761,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1969,89747,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1970,89763,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1971,89686,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1972,99800,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1973,123370,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1974,123316,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1975,123421,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1976,125000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1977,125000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1978,125000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1979,125000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1980,122857,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1981,124242,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1982,125000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1983,117647,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1984,113643,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1985,110556,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1986,107500,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1987,110308,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1988,97467,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1989,107429,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1990,34522,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1991,35143,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1992,35333,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1993,34691,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1994,34556,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1995,34800,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1996,34878,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1997,35000,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1998,35412,hg/ha,Yield
220,Trinidad and Tobago,Cassava,1999,35143,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2000,34826,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2001,35733,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2002,34714,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2003,18561,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2004,46748,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2005,30196,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2006,42386,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2007,32481,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2008,50201,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2009,25624,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2010,30408,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2011,37699,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2012,101505,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2013,79800,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2014,73935,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2015,84239,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2016,57802,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2017,26588,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2018,46406,hg/ha,Yield
220,Trinidad and Tobago,Cassava,2019,56884,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1989,84211,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1990,82000,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1991,80952,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1992,81667,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1993,81280,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1994,82148,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1995,80915,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1996,75111,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1997,82148,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1998,82000,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,1999,81521,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2000,78033,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2001,81333,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2002,82571,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2003,80000,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2004,78125,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2005,77576,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2006,81176,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2007,83333,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2008,81611,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2009,81160,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2010,80169,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2011,49714,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2012,196306,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2013,65850,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2014,53372,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2015,81645,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2016,86788,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2017,88655,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2018,88876,hg/ha,Yield
220,Trinidad and Tobago,Roots and tubers nes,2019,88824,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1961,33721,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1962,33658,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1963,33658,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1964,33628,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1965,33626,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1966,33636,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1967,33652,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1968,33624,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1969,33662,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1970,33628,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1971,33606,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1972,46267,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1973,111894,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1974,100038,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1975,111894,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1976,104000,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1977,103846,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1978,113628,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1979,110000,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1980,108400,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1981,108842,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1982,112294,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1983,111111,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1984,83500,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1985,51250,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1986,20000,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1987,53750,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1988,59333,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1989,70667,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1990,62500,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1991,41250,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1992,48333,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1993,56000,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1994,56667,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1995,66667,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1996,65333,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1997,63000,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1998,63556,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,1999,63429,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2000,61071,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2001,62667,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2002,54889,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2003,61714,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2004,36852,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2005,38571,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2006,66667,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2007,19200,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2008,33696,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2009,19638,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2010,27339,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2011,30050,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2012,35507,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2013,45283,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2014,60411,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2015,59033,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2016,53825,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2017,14266,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2018,25887,hg/ha,Yield
220,Trinidad and Tobago,Sweet potatoes,2019,30796,hg/ha,Yield
220,Trinidad and Tobago,Yams,1961,156500,hg/ha,Yield
220,Trinidad and Tobago,Yams,1962,158207,hg/ha,Yield
220,Trinidad and Tobago,Yams,1963,156725,hg/ha,Yield
220,Trinidad and Tobago,Yams,1964,156790,hg/ha,Yield
220,Trinidad and Tobago,Yams,1965,156863,hg/ha,Yield
220,Trinidad and Tobago,Yams,1966,156488,hg/ha,Yield
220,Trinidad and Tobago,Yams,1967,157235,hg/ha,Yield
220,Trinidad and Tobago,Yams,1968,157310,hg/ha,Yield
220,Trinidad and Tobago,Yams,1969,157053,hg/ha,Yield
220,Trinidad and Tobago,Yams,1970,157178,hg/ha,Yield
220,Trinidad and Tobago,Yams,1971,156866,hg/ha,Yield
220,Trinidad and Tobago,Yams,1972,157857,hg/ha,Yield
220,Trinidad and Tobago,Yams,1973,157238,hg/ha,Yield
220,Trinidad and Tobago,Yams,1974,157238,hg/ha,Yield
220,Trinidad and Tobago,Yams,1975,157172,hg/ha,Yield
220,Trinidad and Tobago,Yams,1976,168421,hg/ha,Yield
220,Trinidad and Tobago,Yams,1977,183333,hg/ha,Yield
220,Trinidad and Tobago,Yams,1978,184100,hg/ha,Yield
220,Trinidad and Tobago,Yams,1979,188889,hg/ha,Yield
220,Trinidad and Tobago,Yams,1980,184100,hg/ha,Yield
220,Trinidad and Tobago,Yams,1981,185158,hg/ha,Yield
220,Trinidad and Tobago,Yams,1982,181833,hg/ha,Yield
220,Trinidad and Tobago,Yams,1983,153846,hg/ha,Yield
220,Trinidad and Tobago,Yams,1984,148000,hg/ha,Yield
220,Trinidad and Tobago,Yams,1985,142000,hg/ha,Yield
220,Trinidad and Tobago,Yams,1986,124000,hg/ha,Yield
220,Trinidad and Tobago,Yams,1987,138500,hg/ha,Yield
220,Trinidad and Tobago,Yams,1988,134000,hg/ha,Yield
220,Trinidad and Tobago,Yams,1989,119643,hg/ha,Yield
220,Trinidad and Tobago,Yams,1990,94400,hg/ha,Yield
